Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
13600,2,1,2,25,1,105,688,2,54,770,2,21,800,2,1,789,2,9,762,0,56,469,0
700,1,2,2,42,0,51,629,0,64,669,0,52,722,0,27,750,0,34,765,0,35,787,0
6000,2,2,2,51,0,47,529,-1,0,47,-1,0,0,-2,0,0,-2,1430,0,-1,58,1430,0
7300,1,2,2,40,0,134,1179,0,0,1294,2,80,1261,0,49,1320,0,49,1347,0,108,1374,0
4000,2,1,2,26,1,80,0,-1,36,40,-1,32,36,-1,0,28,-1,92,-12,-1,74,40,0
1900,1,1,2,64,0,55,1854,0,47,802,0,21,749,0,40,714,0,19,584,0,17,453,0
12100,2,1,2,32,1,0,0,-2,494,0,-1,0,494,0,210,257,-1,280,210,-1,0,483,0
3100,2,1,2,22,0,64,351,0,0,191,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
2000,1,2,2,22,0,80,1119,0,80,1149,0,41,1175,0,40,1166,0,280,1001,0,40,1184,0
1900,1,2,2,41,0,400,1712,0,841,1287,0,60,1944,0,120,301,0,48,373,0,316,-7,0
2100,2,2,2,25,-2,0,0,-2,1484,0,-1,52,1484,2,0,1501,2,60,1465,0,56,1501,0
14400,2,1,2,33,0,245,6689,0,292,6674,0,245,5996,0,180,5524,0,187,5525,0,162,5613,0
11300,1,1,2,33,-1,0,86,-1,0,0,-2,233,0,-1,117,233,-1,1694,116,-1,97,1685,1
8000,2,1,2,27,1,336,2232,-1,197,334,-1,204,196,-1,782,203,-1,0,779,-1,5,0,0
19900,2,1,2,29,2,240,3942,0,526,4082,0,0,4468,2,120,3123,0,200,3135,0,400,3236,1
2400,1,3,2,28,0,88,2255,0,112,2306,0,71,2381,0,54,2345,0,60,1540,0,61,1540,0
3300,1,1,2,33,-2,520,10064,-1,0,10584,2,48,175,0,20,220,0,40,236,0,40,272,0
1300,2,2,2,20,0,144,1089,0,0,1159,2,56,1114,0,19,1098,0,17,974,0,0,848,0
3200,2,2,2,45,0,127,3082,0,104,3124,0,120,2340,0,68,2042,0,28,761,0,35,777,0
19700,2,2,2,36,0,2091,558,-1,2297,434,-1,43,2297,0,120,1422,0,921,634,-1,809,921,0
12100,2,1,2,37,1,0,414,3,0,388,2,0,151,0,0,77,0,94,13,-1,0,94,0
14400,2,2,2,33,0,200,466,0,400,565,0,200,940,0,140,525,0,0,539,0,0,0,0
16300,2,2,2,43,0,65,1500,0,41,1341,0,569,291,-1,5285,568,-1,6521,5284,0,401,11576,0
900,1,2,2,23,2,36,626,3,64,640,2,8,682,2,24,667,2,28,668,0,84,679,0
2300,2,3,2,32,0,60,2502,0,60,1077,0,40,1119,0,60,1141,0,60,1131,0,42,1166,0
7200,2,1,2,32,-2,9,440,-2,62,9,-2,0,62,-2,0,0,-2,0,0,-2,0,0,0
2500,2,2,2,22,-1,0,139,2,977,100,-1,81,838,0,600,898,0,80,859,0,80,927,0
8400,1,3,2,36,-1,46,34,-1,61,45,-1,2176,60,-1,1200,2176,0,150,3246,0,17,3303,0
2700,2,1,2,27,0,200,1713,0,800,1882,0,400,2508,0,240,1158,0,200,654,0,320,847,0
1300,1,2,2,41,3,0,1045,3,0,1017,2,69,989,0,48,1042,0,44,1060,0,46,1081,1
300,2,2,2,29,1,49,358,2,0,395,2,20,382,0,18,392,0,0,346,0,0,0,1
14400,1,1,2,33,0,320,3270,0,402,3279,0,400,3609,0,402,3456,0,402,3787,0,360,3731,0
18800,2,2,2,32,0,12000,19657,0,637,19546,0,476,19415,0,4800,14438,0,255,13544,0,10000,4949,1
3100,2,2,2,24,2,0,48,2,0,48,5,0,48,5,0,48,4,0,24,3,0,12,1
900,1,3,2,42,0,94,238,0,0,327,2,6,314,0,0,320,0,0,0,-2,0,0,1
6100,2,2,2,22,1,2,6839,2,240,6632,0,157,5840,0,163,4556,0,180,4623,0,923,4475,0
1900,1,3,2,28,0,80,1915,0,80,1930,0,40,770,0,40,771,0,40,762,0,40,782,0
8400,2,1,2,32,0,43,587,0,157,49,0,69,162,0,0,75,2,10,53,-1,434,10,1
900,1,1,2,25,-1,181,152,-1,327,179,-1,317,327,-1,122,316,-1,65,118,-1,152,49,0
8300,2,1,2,32,-2,112,56,-2,56,112,-2,0,56,-2,1084,56,-1,62,1084,0,3000,1026,0
6300,1,1,2,28,-1,44,44,-1,0,44,-1,272,0,-1,0,272,-1,0,0,-2,0,0,0
9900,1,1,2,38,0,280,5728,0,140,5856,0,124,3669,0,128,3536,0,140,3612,0,140,3698,0
8000,2,1,2,26,0,164,2353,0,120,2480,0,120,294,0,0,379,2,40,342,2,0,307,0
4000,2,1,2,29,2,120,2289,2,60,2347,2,60,2346,2,224,2344,2,124,2503,2,80,2581,1
5700,1,2,2,27,0,680,5255,0,0,5848,2,456,5608,2,22,5761,2,212,5617,2,216,5211,1
2700,1,1,2,37,2,0,2001,2,160,1958,2,0,2072,2,200,2027,2,0,2194,2,160,2152,1
24700,2,1,2,38,-1,346,485,-1,25,318,-1,641,25,-1,114,641,-1,168,103,-1,37,115,0
3100,2,2,2,27,1,360,0,-1,15,360,-1,0,15,-1,0,0,-2,15,0,-1,0,15,0
3200,2,1,2,20,0,2606,261,-1,95,2606,0,80,2146,0,80,2011,0,120,1647,0,40,1146,0
5200,2,2,2,25,0,166,5419,0,5502,5044,-1,141,5145,0,47,4136,0,0,1626,0,0,444,0
700,2,1,2,21,-1,0,48,-1,7,0,-1,48,7,-1,57,48,-1,0,57,-1,39,0,0
19900,2,1,2,50,-1,15,7,-1,21,15,-1,0,21,-1,836,-1,-1,840,832,-1,4,836,0
2100,2,1,2,26,2,156,1828,2,0,1954,2,152,1910,2,0,2032,2,160,1996,2,0,1999,1
9300,1,1,2,30,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
800,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
6900,2,2,2,54,-1,0,191,-1,18,0,-1,0,18,-1,17,0,-1,59,17,-1,28,59,1
10800,1,1,2,31,0,45,381,0,60,417,0,80,257,0,40,288,0,8,285,0,40,223,0
8000,1,1,2,25,-2,290,204,-2,609,290,-2,360,608,-2,359,360,-2,344,359,-2,332,344,0
5900,2,3,2,49,0,280,6136,0,280,6149,0,280,6022,0,208,6124,0,220,6082,0,252,6059,0
6100,2,1,2,34,-2,151,80,-2,80,151,-2,80,80,-2,60,80,-2,60,60,-2,60,60,0
7300,2,2,2,26,0,56,419,0,45,472,0,40,500,0,60,535,0,40,590,0,40,619,0
6500,1,3,2,54,0,261,6227,0,266,6295,0,109,6263,0,100,2913,0,92,2673,0,88,2537,0
7900,2,3,2,53,-1,48,31,0,103,79,-1,41,103,0,0,106,0,51,0,-1,0,51,0
2500,2,2,2,29,0,136,2327,0,92,2385,0,48,2231,0,48,1127,0,60,1159,0,60,1085,0
6300,2,1,2,33,0,240,6434,0,289,6142,0,200,6315,0,200,5748,0,236,5375,0,200,5522,0
10500,1,1,2,38,0,424,9955,0,388,9950,0,237,9816,0,225,6785,0,219,6604,0,219,6046,0
3700,1,1,2,25,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
4000,1,1,2,29,0,120,1087,0,40,1176,2,0,1176,2,40,1156,-1,40,4,-1,40,38,0
4300,1,2,2,49,0,56,1028,0,60,1070,0,56,1115,0,40,1154,0,40,1182,0,30,1119,1
14400,1,3,2,52,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1100,2,1,2,29,0,200,1462,0,440,705,0,120,1050,0,80,1033,0,60,-7,-1,0,27,0
7900,1,2,2,24,-1,600,3543,0,1759,4079,0,206,5759,0,240,5868,0,601,5974,0,19,6485,0
8700,2,1,2,26,0,200,2134,0,232,2241,-1,225,232,-1,922,225,-1,0,922,0,96,429,0
2800,2,2,2,27,0,120,1435,0,120,1140,0,120,1136,0,120,903,0,60,974,0,40,1017,0
12500,2,1,2,34,0,364,7698,0,282,7868,0,363,7568,0,448,7260,0,245,7066,0,214,6941,0
12500,2,1,2,26,0,248,5381,0,209,4605,0,208,4227,0,160,4092,0,200,3757,0,159,3507,0
16700,2,2,2,30,0,120,3289,0,120,2710,0,7,2141,0,4920,-333,-1,110,3872,0,88,3261,0
8800,2,1,2,27,-2,32,0,-2,0,32,-2,220,0,-1,153,220,-1,618,153,-1,167,618,0
4700,2,1,2,26,-2,13,13,-2,13,13,-2,13,13,-2,13,13,-2,13,13,-2,74,13,0
900,1,3,2,45,0,60,720,0,56,723,0,50,740,0,26,761,0,80,761,0,19,699,0
4000,2,2,2,30,0,720,1884,0,400,2432,0,105,2724,0,621,2574,-1,1645,621,0,80,2053,0
7900,1,1,2,32,-1,138,264,-1,112,137,-1,2171,111,-1,280,2171,0,160,2413,0,240,2534,0
8100,2,1,2,30,-2,0,-32,-2,32,-32,-2,0,-32,-2,0,-32,-2,2820,-32,-1,68,2788,1
4000,2,1,2,29,0,200,3411,0,201,2611,0,1744,1323,-1,68,1744,0,60,1631,0,60,1518,0
1900,2,1,2,30,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4500,1,2,2,39,0,160,3837,0,160,3933,0,140,4030,0,100,4100,0,92,3205,0,82,2776,0
11200,2,1,2,29,-1,7,1200,-1,48,7,-1,12,48,-1,18,12,-1,34,18,-1,304,34,1
2100,1,2,2,32,0,56,962,0,47,699,0,80,732,0,48,805,0,0,529,2,24,499,0
4300,1,1,2,27,0,140,2046,0,140,2152,0,140,2256,0,120,2334,0,120,2410,0,120,2489,0
6300,2,1,2,30,0,228,6283,0,297,6230,0,170,6122,0,240,4913,0,200,4992,2,160,4670,1
8100,2,2,2,28,-2,236,16,-1,16,236,-1,16,16,-2,16,16,-2,16,16,-2,47,16,0
9700,1,3,2,26,0,154,893,0,59,554,-1,424,57,-1,72,424,-2,61,72,-2,48,60,0
8000,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,10,0,1
2000,2,3,2,35,0,120,2407,0,120,1920,0,200,2008,0,120,2018,0,40,1963,0,28,1366,0
10700,2,1,2,36,0,72,668,0,60,716,0,64,765,0,33,814,0,40,825,0,40,649,0
6500,1,2,2,28,-1,0,140,2,27,130,-1,0,27,-1,0,0,-2,27,0,-1,0,27,0
7300,2,1,2,39,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6000,1,1,2,30,-2,41,40,-2,302,41,-2,48,302,-2,0,48,-2,0,0,-2,28,0,0
10500,2,1,2,34,0,54,273,0,161,322,0,8,469,0,325,408,0,0,725,0,8,0,0
3100,2,1,2,25,-1,61,40,-1,60,61,-1,165,46,-1,0,165,0,56,150,-1,65,56,0
2700,2,2,2,34,0,64,573,0,60,615,0,40,653,0,80,682,0,0,751,2,40,733,0
5700,1,2,2,36,1,340,3766,2,0,4009,2,152,3909,0,168,3960,0,170,4058,0,164,4154,0
14300,2,2,2,27,0,362,10599,0,354,10283,0,400,10136,0,400,10382,0,3201,10606,0,600,13637,0
7100,2,2,2,31,-1,14,5,-1,12,14,-2,33,12,-2,19,33,-2,635,19,-2,14,635,0
15300,1,1,2,32,-1,996,13,-1,113,996,-1,471,113,-1,936,471,-1,422,936,-1,1732,422,0
4100,2,1,2,30,-1,28,22,-1,28,28,-1,28,28,-1,34,28,-1,28,34,-1,74,28,1
9100,2,1,2,41,-2,21,4,-2,5,21,-2,4,5,-2,33,4,-2,101,33,-2,0,101,0
1600,1,1,2,28,0,80,1558,0,64,1562,0,63,980,0,100,606,0,60,629,0,1320,389,0
3200,2,1,2,25,0,80,1478,0,72,1522,0,80,1557,0,80,1611,0,80,1664,0,120,1717,0
300,1,2,2,23,-1,0,406,5,0,394,4,0,383,3,120,371,2,40,478,5,0,488,0
2100,1,2,2,49,0,80,798,0,80,774,0,80,794,0,40,812,0,40,718,0,40,690,0
1200,2,2,2,29,0,44,449,0,56,473,0,0,210,0,0,16,0,0,0,-2,0,0,0
10500,2,2,2,35,-2,0,0,-2,100,0,-2,92,100,-2,17,92,-2,0,17,-2,26,0,0
14300,1,1,2,32,1,0,0,-2,0,0,-2,29,0,-1,0,29,-1,52,0,-1,0,52,0
11100,1,1,2,31,1,40,7660,2,304,7517,2,238,6769,0,240,6123,0,208,5340,0,205,5215,0
800,1,1,2,49,0,57,713,0,47,745,0,40,759,0,5,307,0,4,228,0,75,196,0
2500,2,2,2,28,1,67,0,-1,33,67,-1,0,33,2,31,33,-1,16,31,-1,0,16,1
900,1,2,2,23,1,12,683,2,52,672,2,52,702,0,61,730,0,0,779,2,74,760,1
16300,1,3,2,37,-1,9,193,-1,91,9,-1,102,90,-1,107,102,-1,252,106,-1,0,251,0
20000,2,3,2,35,1,677,18355,-2,1504,673,-1,1272,1504,0,1225,2514,0,854,3208,0,427,820,0
8400,1,1,2,30,2,15,47,-1,62,15,-1,0,62,0,31,31,-1,54,31,-1,812,54,0
3200,2,2,2,26,0,140,2895,0,94,2945,0,81,2149,0,32,1280,0,8,802,0,7,8,0
11700,2,1,2,28,0,56,415,0,60,227,0,103,285,0,82,322,0,81,161,0,0,242,0
2100,2,2,2,32,2,72,1125,0,136,1178,0,0,1283,2,76,1250,2,80,1305,2,0,1359,1
6400,1,2,2,30,0,23,287,0,0,23,-2,39,0,-2,0,39,-2,0,0,-2,0,0,0
2000,2,2,2,24,-1,0,24,-1,0,0,-2,2056,0,-1,453,2056,-1,40,453,0,40,486,0
4800,2,1,2,29,2,17,17,-1,17,17,-1,17,17,-1,0,17,-1,33,0,-1,17,33,1
2100,1,2,2,26,-1,0,47,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
7300,2,1,2,30,-1,720,418,-1,234,720,-1,459,193,-1,1985,402,-1,239,1971,-1,285,239,0
8900,2,1,2,28,-2,0,0,-2,4,0,-1,92,4,-1,123,88,-1,29,63,-2,9,-39,0
2100,1,2,2,25,0,56,441,0,28,444,-1,47,28,-1,1361,47,-1,40,965,0,41,961,0
8300,2,1,2,35,-1,162,203,-1,154,162,-1,158,154,-1,94,158,-1,71,94,-1,0,71,0
5500,2,2,2,25,1,0,1133,2,1,1099,2,3680,-45,-1,152,3622,0,144,3701,0,104,3355,0
1200,2,2,2,23,0,45,146,0,41,176,0,5,212,0,60,174,0,80,124,0,1,202,0
6300,2,1,2,26,0,112,3042,0,120,2576,0,51,2101,0,36,1578,0,20,1060,0,11,532,0
3900,2,1,2,23,1,0,2960,2,136,2889,0,136,2954,0,120,3017,0,140,3063,0,128,3148,1
8400,2,2,2,26,0,400,7100,0,400,7198,0,400,6845,0,400,6648,0,400,5762,0,400,5293,0
900,1,2,2,32,1,0,580,2,80,559,0,80,630,0,40,687,0,40,703,0,40,732,0
800,2,1,2,23,0,51,619,0,52,660,0,25,700,0,28,714,0,40,731,0,64,759,0
1200,1,2,2,24,0,60,197,0,80,152,0,80,156,0,16,88,0,0,88,0,20,57,1
10900,2,1,2,32,0,240,2744,0,81,2350,0,200,2136,0,200,2056,0,200,1447,0,120,1168,0
2700,1,1,2,34,0,129,2554,0,67,2618,0,120,2607,0,6,2575,0,6,603,0,0,0,0
10800,2,2,2,29,0,240,1555,0,80,1544,0,48,1114,0,13,871,0,80,657,0,330,220,0
800,1,2,2,43,1,0,261,2,60,251,0,40,307,0,40,336,0,40,364,0,40,392,1
7500,2,1,2,47,-1,121,13,-1,24,121,-1,66,24,-1,12,66,-1,1580,12,-1,28,1580,0
800,2,1,2,33,-2,11,11,-2,89,11,-2,54,89,-2,54,54,-2,180,54,-2,54,180,0
1900,1,2,2,26,0,72,1923,0,74,1934,0,88,1960,0,80,1998,0,72,2019,0,82,2028,0
9300,2,2,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
800,1,3,2,23,-2,0,829,-2,17,799,-1,814,17,-1,0,831,2,109,814,2,288,750,1
20800,1,1,2,32,0,201,383,0,200,328,0,520,274,0,401,527,0,400,682,0,201,701,0
900,1,5,2,28,5,0,867,4,0,842,3,0,818,2,36,788,2,0,805,2,0,794,0
9600,1,2,2,30,0,400,6045,0,400,6217,0,12,6197,0,40,5947,0,391,964,-1,721,391,0
3100,2,1,2,28,1,0,195,2,40,139,0,20,170,0,40,162,0,0,142,2,40,9,0
8100,1,1,2,31,0,200,3131,0,0,421,0,0,0,-2,0,0,-2,0,0,-2,114,0,0
5300,2,2,2,25,2,240,5221,0,208,5086,0,200,5051,0,140,5133,0,145,3857,0,157,3926,1
6500,1,2,2,28,-2,67,86,-2,109,67,-2,93,103,-2,92,93,-2,138,91,-2,105,138,0
17600,1,1,2,50,2,600,16984,0,586,16726,0,580,16433,0,604,16146,0,2040,16490,0,1080,18251,1
5600,2,2,2,32,-1,0,34,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12700,2,1,2,29,-2,468,176,-2,45,467,-2,78,45,-2,535,78,-2,0,532,-2,0,0,0
5600,2,3,2,31,0,580,7101,0,0,6819,2,200,5969,0,320,5293,0,400,4899,0,379,2180,0
700,2,2,2,22,3,0,13,2,0,13,2,0,13,2,0,13,2,0,13,2,0,13,1
700,1,1,2,32,1,0,647,3,0,626,2,77,561,0,0,534,0,0,0,-2,0,0,1
8700,2,1,2,30,1,0,1160,2,14,937,-1,20,14,-1,0,8,0,520,8,-1,0,516,0
700,1,2,2,24,0,114,568,0,0,660,2,94,637,2,0,721,2,40,697,0,36,720,1
2000,2,2,2,24,1,35,0,-1,24,35,-1,148,24,-1,80,148,-1,292,80,-1,685,292,0
5500,2,3,2,45,0,200,5633,0,180,5275,0,200,4940,0,200,5058,0,420,5174,0,200,5502,0
2000,1,3,2,39,0,71,1894,0,52,1798,0,33,1613,0,34,783,0,34,783,0,27,781,0
3900,2,1,2,30,2,120,181,0,120,291,0,400,399,0,40,788,0,80,815,0,160,882,1
4800,2,2,2,22,3,0,50,2,0,50,2,0,50,5,0,50,5,0,50,4,0,26,0
3300,1,3,2,40,0,277,448,0,18,703,2,138,696,0,142,808,0,142,932,0,146,1056,0
9100,2,2,2,38,0,200,2910,0,161,2930,0,200,2653,0,200,2651,0,211,2496,0,120,2460,0
10400,2,1,2,38,-1,58,310,-1,31,58,-1,32,31,-1,34,32,-1,493,34,-1,303,493,0
11900,2,2,2,42,-2,80,-36,-2,43,44,-1,60,37,0,40,91,0,80,124,0,40,202,0
800,2,1,2,29,0,44,564,0,40,354,0,0,266,0,48,118,-1,17,47,-1,33,17,0
9700,2,1,2,31,-1,44,70,-1,257,43,-1,40,140,-1,40,40,-1,40,40,-1,8,40,0
700,1,2,2,29,0,63,603,0,64,655,0,52,697,0,33,725,0,40,745,0,31,767,1
11300,1,1,2,30,2,280,11140,0,0,11194,0,7594,0,-1,241,7594,0,243,7733,0,212,7710,1
4500,1,2,2,24,0,124,2974,0,127,2814,0,130,2872,0,108,2930,0,110,2966,0,133,3028,0
8400,2,1,2,33,0,360,7300,0,320,7512,0,200,7609,0,200,5097,0,200,5189,0,200,5258,0
3300,2,2,2,27,2,120,693,0,192,770,0,0,937,2,33,911,0,33,930,0,80,949,1
1900,2,1,2,26,0,100,2027,0,160,1891,0,0,1800,2,48,1471,0,50,1218,0,52,1185,0
1300,1,5,2,25,-2,36,108,-1,0,36,-1,1200,-63,-1,42,1137,0,95,1161,0,0,1236,0
2400,2,1,2,25,0,56,640,0,60,674,0,20,720,0,28,722,0,20,503,0,40,510,0
1300,2,3,2,22,0,61,1327,0,61,1307,0,70,1289,0,48,1279,0,43,1238,0,48,1198,0
900,2,1,2,24,0,63,767,0,68,757,0,63,734,0,40,733,0,40,750,0,40,773,0
2500,2,1,2,23,0,220,2377,0,6,2534,2,60,2447,0,48,1162,0,60,1163,0,60,1092,0
2900,1,1,2,33,0,0,1818,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,2,25,0,80,1407,0,200,1210,0,0,505,0,0,0,-2,0,0,-2,0,0,0
6500,1,2,2,34,2,0,2953,2,220,2894,2,0,3077,2,300,3015,2,0,3278,2,80,3208,1
6100,1,1,2,35,0,200,2514,0,120,2022,0,100,2110,0,120,2150,0,120,2211,0,195,2290,0
8400,2,1,2,26,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,1,2,2,22,1,0,698,4,0,676,3,0,654,2,60,631,0,80,681,0,80,749,1
8400,2,2,2,29,0,82,563,0,103,521,-1,1445,103,-1,44,1445,0,119,1451,0,57,228,0
3700,2,2,2,36,2,248,3571,2,0,3650,2,1000,2742,2,0,2693,2,89,1583,2,0,1144,0
800,2,1,2,20,0,120,499,0,0,598,2,104,577,2,0,659,2,60,636,2,0,686,0
17100,1,3,2,49,1,256,-1,-1,354,256,-1,398,353,-1,571,396,-1,383,570,-1,1041,382,0
1200,1,1,2,39,2,160,2788,0,200,2876,0,320,2505,0,58,2296,0,1600,1849,0,400,2930,0
4500,2,2,2,41,0,200,3846,0,200,3870,0,120,3955,0,120,3940,0,120,1370,0,120,1435,0
6000,1,1,2,42,0,49,551,0,50,577,0,28,617,0,33,604,0,0,621,0,0,0,0
7100,2,1,2,30,-1,113,126,-1,0,234,2,0,113,2,113,0,-1,0,113,-1,7,0,0
