Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
6300,1,2,1,42,-1,52,13,-1,26,52,-1,3186,13,-1,0,3186,0,1973,13,-1,13,1973,1
4700,1,3,1,39,-1,56,488,2,0,524,2,200,504,0,200,695,0,0,883,3,0,857,1
7900,1,1,1,30,3,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
900,1,2,2,23,2,36,626,3,64,640,2,8,682,2,24,667,2,28,668,0,84,679,0
8400,1,3,2,36,-1,46,34,-1,61,45,-1,2176,60,-1,1200,2176,0,150,3246,0,17,3303,0
1300,1,2,2,41,3,0,1045,3,0,1017,2,69,989,0,48,1042,0,44,1060,0,46,1081,1
14400,1,1,2,33,0,320,3270,0,402,3279,0,400,3609,0,402,3456,0,402,3787,0,360,3731,0
13300,1,2,1,31,0,48,1005,0,46,664,0,53,703,0,160,503,0,12,650,0,28,329,0
900,1,3,2,42,0,94,238,0,0,327,2,6,314,0,0,320,0,0,0,-2,0,0,1
1900,1,3,2,28,0,80,1915,0,80,1930,0,40,770,0,40,771,0,40,762,0,40,782,0
11900,1,2,1,45,0,840,8928,0,240,9562,2,146,9595,2,240,9356,0,240,6781,0,240,6415,0
900,1,1,2,25,-1,181,152,-1,327,179,-1,317,327,-1,122,316,-1,65,118,-1,152,49,0
6300,1,1,2,28,-1,44,44,-1,0,44,-1,272,0,-1,0,272,-1,0,0,-2,0,0,0
9900,1,1,2,38,0,280,5728,0,140,5856,0,124,3669,0,128,3536,0,140,3612,0,140,3698,0
8100,1,2,1,32,1,0,0,-2,8,0,-1,0,8,-1,0,0,-2,0,0,-2,0,0,0
11700,1,2,1,52,-1,41,199,0,40,148,0,40,127,0,60,91,-1,75,60,-1,91,75,0
5700,1,2,2,27,0,680,5255,0,0,5848,2,456,5608,2,22,5761,2,212,5617,2,216,5211,1
2700,1,1,2,37,2,0,2001,2,160,1958,2,0,2072,2,200,2027,2,0,2194,2,160,2152,1
400,1,2,1,30,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,-2,0,0,1
4500,1,2,1,35,1,264,2141,2,0,2346,3,0,2286,2,160,2199,0,140,2297,0,88,2368,1
1300,1,2,1,40,1,120,904,2,0,997,2,120,969,0,93,1072,0,0,1148,2,48,1124,1
5900,1,1,1,51,-2,595,619,-2,784,594,-2,531,784,-2,573,530,-2,1368,573,-2,315,1368,0
9300,1,1,2,30,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12400,1,2,1,35,0,124,3584,0,144,3335,0,95,3221,0,81,2814,0,80,2335,0,68,2058,0
14300,1,1,1,40,-1,46,11,-1,0,46,2,88,11,-1,21,88,-1,0,21,0,11,11,0
10800,1,1,2,31,0,45,381,0,60,417,0,80,257,0,40,288,0,8,285,0,40,223,0
8000,1,1,2,25,-2,290,204,-2,609,290,-2,360,608,-2,359,360,-2,344,359,-2,332,344,0
6500,1,3,2,54,0,261,6227,0,266,6295,0,109,6263,0,100,2913,0,92,2673,0,88,2537,0
4900,1,2,1,47,-1,10,99,-1,230,6,-1,46,114,0,0,116,0,70,46,-1,163,70,1
10500,1,1,2,38,0,424,9955,0,388,9950,0,237,9816,0,225,6785,0,219,6604,0,219,6046,0
3700,1,1,2,25,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8000,1,1,1,50,-1,32,55,-1,9,21,-1,52,9,-1,114,52,-1,0,114,-1,25,0,1
4000,1,1,2,29,0,120,1087,0,40,1176,2,0,1176,2,40,1156,-1,40,4,-1,40,38,0
4300,1,2,2,49,0,56,1028,0,60,1070,0,56,1115,0,40,1154,0,40,1182,0,30,1119,1
14400,1,3,2,52,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
19100,1,1,1,45,0,102,2762,0,104,2820,0,105,2877,0,108,2934,0,112,2996,0,244,3058,0
7900,1,2,2,24,-1,600,3543,0,1759,4079,0,206,5759,0,240,5868,0,601,5974,0,19,6485,0
2700,1,2,1,36,0,129,2819,0,198,2666,0,68,2786,0,200,1858,0,88,2027,0,69,2002,0
900,1,3,2,45,0,60,720,0,56,723,0,50,740,0,26,761,0,80,761,0,19,699,0
6000,1,1,1,42,-2,426,271,-2,130,425,-2,0,130,-2,0,0,-2,43,0,-1,0,43,0
7100,1,2,1,29,0,280,7249,0,321,7332,0,253,7357,0,257,7255,0,256,7196,0,240,6910,0
7900,1,1,2,32,-1,138,264,-1,112,137,-1,2171,111,-1,280,2171,0,160,2413,0,240,2534,0
3200,1,3,1,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,248,0,-1,40,280,0
4500,1,2,2,39,0,160,3837,0,160,3933,0,140,4030,0,100,4100,0,92,3205,0,82,2776,0
18000,1,1,1,54,-1,0,29,-1,17,0,-1,0,17,-1,0,0,-2,0,0,-2,246,0,0
2100,1,2,2,32,0,56,962,0,47,699,0,80,732,0,48,805,0,0,529,2,24,499,0
4300,1,1,2,27,0,140,2046,0,140,2152,0,140,2256,0,120,2334,0,120,2410,0,120,2489,0
2000,1,2,1,46,0,120,1549,0,80,1136,0,60,1153,0,44,1182,0,44,1164,0,48,1189,0
14300,1,1,1,39,-2,0,120,-2,27,0,-2,0,27,-2,27,0,-2,286,27,-2,6,286,0
9700,1,3,2,26,0,154,893,0,59,554,-1,424,57,-1,72,424,-2,61,72,-2,48,60,0
12100,1,1,1,33,0,120,2647,0,140,2724,0,1202,2812,0,2000,3969,0,208,5688,0,200,5801,0
6500,1,2,2,28,-1,0,140,2,27,130,-1,0,27,-1,0,0,-2,27,0,-1,0,27,0
9700,1,2,1,36,0,342,9028,0,370,9156,0,343,9308,0,172,7493,0,205,5196,0,170,4947,0
13500,1,1,1,49,-2,26,68,-2,14,26,-2,12,14,-2,18,12,-2,12,18,-2,15,12,1
6000,1,1,2,30,-2,41,40,-2,302,41,-2,48,302,-2,0,48,-2,0,0,-2,28,0,0
5700,1,2,2,36,1,340,3766,2,0,4009,2,152,3909,0,168,3960,0,170,4058,0,164,4154,0
15300,1,1,2,32,-1,996,13,-1,113,996,-1,471,113,-1,936,471,-1,422,936,-1,1732,422,0
1900,1,3,1,56,0,71,1490,0,79,1535,0,52,1584,0,68,781,0,0,821,2,28,788,0
1600,1,1,2,28,0,80,1558,0,64,1562,0,63,980,0,100,606,0,60,629,0,1320,389,0
800,1,2,1,26,0,80,609,0,132,666,0,0,775,2,108,751,2,0,834,3,20,810,0
300,1,2,2,23,-1,0,406,5,0,394,4,0,383,3,120,371,2,40,478,5,0,488,0
2100,1,2,2,49,0,80,798,0,80,774,0,80,794,0,40,812,0,40,718,0,40,690,0
1100,1,2,1,38,0,80,1189,0,80,1217,0,60,1062,0,60,1091,0,60,1118,0,60,1138,0
2400,1,2,1,39,0,85,2171,0,64,1982,0,56,1843,0,56,1597,0,63,1575,0,62,1592,0
7900,1,1,1,38,-2,48,141,-2,79,48,-2,8,78,-2,41,0,-2,94,41,-2,100,94,0
14300,1,1,2,32,1,0,0,-2,0,0,-2,29,0,-1,0,29,-1,52,0,-1,0,52,0
11100,1,1,2,31,1,40,7660,2,304,7517,2,238,6769,0,240,6123,0,208,5340,0,205,5215,0
800,1,1,2,49,0,57,713,0,47,745,0,40,759,0,5,307,0,4,228,0,75,196,0
900,1,2,2,23,1,12,683,2,52,672,2,52,702,0,61,730,0,0,779,2,74,760,1
16300,1,3,2,37,-1,9,193,-1,91,9,-1,102,90,-1,107,102,-1,252,106,-1,0,251,0
8400,1,1,2,30,2,15,47,-1,62,15,-1,0,62,0,31,31,-1,54,31,-1,812,54,0
12100,1,1,1,37,-1,0,78,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,1,3,1,43,0,40,1056,0,40,1096,0,40,1136,0,24,1176,0,0,1200,0,0,0,0
6400,1,2,2,30,0,23,287,0,0,23,-2,39,0,-2,0,39,-2,0,0,-2,0,0,0
15700,1,1,1,43,2,0,7408,2,240,7218,0,140,5255,0,200,5275,0,180,4607,0,120,3005,1
2700,1,2,1,28,0,65,750,0,56,791,0,115,822,0,40,923,0,35,947,0,41,967,0
2100,1,2,2,26,-1,0,47,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
10300,1,1,1,49,-2,301,16,-2,22,301,-2,43,22,-2,71,43,-2,0,71,-2,0,0,0
2100,1,2,2,25,0,56,441,0,28,444,-1,47,28,-1,1361,47,-1,40,965,0,41,961,0
2100,1,2,1,39,3,140,1350,2,0,1456,3,64,1421,2,0,1450,2,116,1415,2,0,1501,1
19900,1,2,1,44,1,180,-39,-1,0,141,2,0,77,2,280,77,0,1,357,0,21,269,1
11300,1,2,1,42,0,313,6399,0,181,6568,0,170,4904,0,172,4761,0,168,4550,0,160,4601,0
24000,1,3,1,39,0,549,18384,0,530,14894,0,514,14125,0,448,13508,0,401,11902,0,400,10246,0
900,1,2,2,32,1,0,580,2,80,559,0,80,630,0,40,687,0,40,703,0,40,732,0
1200,1,2,2,24,0,60,197,0,80,152,0,80,156,0,16,88,0,0,88,0,20,57,1
1900,1,2,1,57,0,109,1022,0,30,918,2,20,721,0,253,553,0,130,599,0,91,529,1
2700,1,1,2,34,0,129,2554,0,67,2618,0,120,2607,0,6,2575,0,6,603,0,0,0,0
800,1,2,2,43,1,0,261,2,60,251,0,40,307,0,40,336,0,40,364,0,40,392,1
1900,1,2,2,26,0,72,1923,0,74,1934,0,88,1960,0,80,1998,0,72,2019,0,82,2028,0
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0
8500,1,2,1,48,-2,73,0,-2,31,73,-2,0,31,-2,0,0,-2,0,0,-2,0,0,0
800,1,3,2,23,-2,0,829,-2,17,799,-1,814,17,-1,0,831,2,109,814,2,288,750,1
20800,1,1,2,32,0,201,383,0,200,328,0,520,274,0,401,527,0,400,682,0,201,701,0
900,1,5,2,28,5,0,867,4,0,842,3,0,818,2,36,788,2,0,805,2,0,794,0
23900,1,1,1,53,2,680,18346,2,0,18686,2,720,18354,0,640,18788,0,640,17885,0,840,17639,1
6900,1,1,1,40,-1,0,422,-1,395,0,-1,0,395,0,0,390,0,9,3,-1,948,9,1
9600,1,2,2,30,0,400,6045,0,400,6217,0,12,6197,0,40,5947,0,391,964,-1,721,391,0
8100,1,1,2,31,0,200,3131,0,0,421,0,0,0,-2,0,0,-2,0,0,-2,114,0,0
6500,1,2,2,28,-2,67,86,-2,109,67,-2,93,103,-2,92,93,-2,138,91,-2,105,138,0
17600,1,1,2,50,2,600,16984,0,586,16726,0,580,16433,0,604,16146,0,2040,16490,0,1080,18251,1
700,1,1,2,32,1,0,647,3,0,626,2,77,561,0,0,534,0,0,0,-2,0,0,1
900,1,2,1,34,0,59,806,0,48,763,0,16,791,0,8,787,0,222,299,-1,0,92,1
2300,1,2,1,31,0,120,2345,0,1256,2382,0,120,2344,0,80,2377,0,80,1539,0,80,1581,0
2800,1,2,1,39,0,102,2726,0,104,2782,0,85,2839,0,69,2596,0,70,1942,0,86,1941,0
4500,1,2,1,42,0,168,4329,0,172,4301,0,66,4339,0,47,2927,0,2424,2042,-1,200,2423,1
700,1,2,2,24,0,114,568,0,0,660,2,94,637,2,0,721,2,40,697,0,36,720,1
11500,1,1,1,58,0,401,8880,0,340,9077,0,601,16628,0,400,9309,0,320,8818,0,305,8991,0
2000,1,3,2,39,0,71,1894,0,52,1798,0,33,1613,0,34,783,0,34,783,0,27,781,0
700,1,2,1,24,0,62,578,0,106,618,0,57,702,0,24,693,0,20,685,0,40,694,0
3300,1,3,2,40,0,277,448,0,18,703,2,138,696,0,142,808,0,142,932,0,146,1056,0
14300,1,1,1,40,0,854,3063,0,3,3416,2,335,692,-1,106,333,-1,242,106,-1,133,240,0
700,1,2,2,29,0,63,603,0,64,655,0,52,697,0,33,725,0,40,745,0,31,767,1
11300,1,1,2,30,2,280,11140,0,0,11194,0,7594,0,-1,241,7594,0,243,7733,0,212,7710,1
4500,1,2,2,24,0,124,2974,0,127,2814,0,130,2872,0,108,2930,0,110,2966,0,133,3028,0
6000,1,2,1,41,0,280,5668,0,280,5793,0,240,5509,0,280,5602,0,201,5782,0,360,5349,0
1300,1,5,2,25,-2,36,108,-1,0,36,-1,1200,-63,-1,42,1137,0,95,1161,0,0,1236,0
2900,1,1,2,33,0,0,1818,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,2,25,0,80,1407,0,200,1210,0,0,505,0,0,0,-2,0,0,-2,0,0,0
6500,1,2,2,34,2,0,2953,2,220,2894,2,0,3077,2,300,3015,2,0,3278,2,80,3208,1
6100,1,1,2,35,0,200,2514,0,120,2022,0,100,2110,0,120,2150,0,120,2211,0,195,2290,0
700,1,2,2,22,1,0,698,4,0,676,3,0,654,2,60,631,0,80,681,0,80,749,1
19900,1,1,1,40,0,1025,23237,0,876,23912,0,834,23897,0,784,22761,0,1040,22068,0,800,22746,0
17100,1,3,2,49,1,256,-1,-1,354,256,-1,398,353,-1,571,396,-1,383,570,-1,1041,382,0
1200,1,1,2,39,2,160,2788,0,200,2876,0,320,2505,0,58,2296,0,1600,1849,0,400,2930,0
700,1,3,1,40,0,40,792,0,16,796,-1,16,16,-1,0,16,-1,31,0,-1,0,31,1
6000,1,1,2,42,0,49,551,0,50,577,0,28,617,0,33,604,0,0,621,0,0,0,0
8900,1,1,1,51,-1,26,45,-1,63,26,-1,44,63,-1,133,44,-1,85,133,-1,216,85,0
1100,1,2,1,38,1,0,893,3,0,868,2,36,842,0,32,853,0,40,865,0,72,890,0
900,1,2,1,33,0,198,1426,0,56,806,0,0,803,0,0,787,0,0,787,0,0,0,0
300,1,1,1,40,4,0,270,3,0,260,2,80,250,2,0,319,2,14,308,0,13,311,0
2400,1,2,1,47,0,60,1173,0,80,1213,0,92,1273,0,204,1344,0,0,1525,2,80,1495,1
1200,1,3,1,54,2,0,1261,3,0,1230,2,0,1180,0,0,1164,0,24,1164,0,0,1188,0
20100,1,1,1,42,-1,24,26,-1,60,24,-1,73,60,-1,70,73,-1,0,70,-1,59,0,0
1900,1,3,1,39,2,108,807,2,4,631,2,0,542,2,0,0,-2,0,0,-2,0,0,1
5700,1,1,1,39,0,172,4922,0,237,5025,0,177,5188,0,183,5229,0,191,5339,0,191,5451,0
3200,1,2,1,35,-1,1244,364,-1,800,1244,0,200,1386,0,400,1063,0,400,803,0,0,1021,0
9500,1,1,2,31,-1,2330,271,-1,819,2318,-1,281,815,-1,627,280,-1,1781,624,-1,806,1776,0
3900,1,1,2,31,1,108,820,2,0,902,2,80,876,0,60,941,0,60,985,2,0,1024,0
8300,1,2,2,35,-1,336,220,-1,572,336,-1,240,572,0,0,716,0,958,341,-1,40,958,0
12100,1,1,2,31,-2,103,76,-2,184,103,-2,143,183,-2,87,143,-2,26,87,-2,0,26,1
2100,1,1,2,47,0,91,1910,0,60,1946,0,13,355,0,13,362,0,13,369,0,20,377,0
18100,1,1,2,27,-1,120,394,0,400,480,0,120,684,0,400,783,-1,132,390,-1,13,131,0
5100,1,2,2,26,2,280,5488,2,0,5568,2,205,5341,0,200,5327,0,200,4126,0,200,4121,1
9600,1,2,2,26,0,0,1800,0,0,0,-2,0,0,-2,32,0,-1,7715,32,-1,280,7714,0
8500,1,2,2,33,0,340,7504,0,360,7664,0,284,7830,0,300,7923,0,308,8096,0,362,8263,0
900,1,1,2,26,-1,4,29,-1,48,4,-1,312,48,-1,5,312,0,159,248,-1,46,159,1
3200,1,3,1,49,0,147,2861,0,92,2811,0,37,2476,0,43,1071,0,44,1019,0,44,1040,0
2000,1,2,1,47,0,145,1774,0,133,1722,0,80,1426,0,80,750,0,80,764,0,100,782,0
11100,1,2,2,28,0,400,1251,0,4000,1628,0,280,5577,0,240,5763,0,400,5908,0,320,6211,1
14700,1,1,2,35,0,481,11907,0,481,12258,0,281,12309,0,601,9039,0,283,9269,0,320,8909,1
2100,1,2,2,53,0,80,604,0,96,662,0,17,734,2,24,727,2,24,731,0,20,409,1
1900,1,3,1,31,0,54,775,0,107,711,0,50,804,2,31,762,0,24,784,0,23,658,0
500,1,2,2,19,2,56,360,0,52,362,0,40,402,0,8,391,0,8,399,0,0,391,1
1900,1,1,2,33,1,0,910,2,108,884,2,0,965,2,88,937,2,0,1004,2,41,982,0
12700,1,1,1,50,-2,0,257,-2,33,0,-2,1246,33,-2,1027,1201,-2,104,1966,-2,73,52,0
2800,1,2,2,37,0,224,1080,0,0,1272,2,60,1191,0,42,1206,0,80,1197,0,41,1176,0
4000,1,2,2,28,0,124,2835,0,106,2910,0,80,2352,0,120,2124,0,120,2209,0,120,2286,1
8400,1,2,1,36,3,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
14000,1,2,1,37,0,268,7168,0,278,6945,0,267,6845,0,224,6931,0,227,6793,0,219,6522,0
400,1,3,1,52,1,38,0,-1,40,38,2,0,47,2,0,31,0,0,31,0,0,0,0
12800,1,1,2,34,-2,0,210,-2,40,0,-2,258,40,-2,390,257,-2,0,287,-2,160,-1,0
5500,1,1,2,34,0,216,1307,0,24,1492,2,96,1485,2,140,1547,2,0,1654,2,62,1626,0
11500,1,2,1,40,-2,12,988,-2,247,12,-2,249,246,-2,156,248,-2,163,156,-2,175,163,0
2000,1,1,1,39,2,89,1949,0,72,1980,0,108,1765,0,0,882,2,28,805,0,40,770,1
8100,1,2,1,31,0,210,2303,0,401,2024,0,1,421,2,105,222,-1,378,100,-1,201,378,0
1900,1,3,2,32,0,41,358,0,1245,390,-1,80,1230,0,594,1211,-1,10,583,0,0,517,0
3200,1,1,2,24,2,80,2474,3,100,2491,2,80,2526,2,80,2541,2,160,2574,2,108,2685,1
3300,1,2,2,26,0,160,3209,0,92,3194,0,52,3112,0,52,1212,0,60,1197,0,60,1165,0
3600,1,2,1,53,2,156,3624,2,0,3686,2,272,3467,2,0,3651,2,260,3435,2,0,3642,0
5200,1,2,1,48,0,200,3585,0,200,3640,0,200,3781,0,200,3918,0,400,4052,0,200,4385,0
900,1,5,2,20,0,465,785,0,55,794,0,46,797,0,21,751,0,24,554,0,0,429,0
800,1,1,1,48,2,0,570,2,50,549,0,21,589,0,22,601,0,22,614,0,21,610,1
800,1,2,2,25,0,124,619,0,68,720,2,0,765,2,28,741,0,28,745,0,34,761,1
4800,1,1,2,33,-1,106,627,-1,415,106,-1,144,412,-1,0,144,-1,0,0,-2,0,0,0
700,1,2,2,23,2,0,607,2,60,586,0,100,623,0,0,712,2,60,695,0,60,737,1
14300,1,1,2,34,-1,13,8,-1,494,13,-1,0,494,-1,13,0,-1,4,13,-1,8,4,0
3900,1,3,1,57,0,95,3771,0,3547,2135,-1,87,3431,0,105,3150,0,125,3181,0,29,3213,0
2000,1,3,2,32,1,120,1249,2,0,1337,3,0,1304,2,108,1271,2,60,1359,2,0,1390,0
19900,1,2,1,43,0,810,6863,0,806,7391,0,801,6095,0,806,5590,0,801,6134,0,1,5096,0
19300,1,2,2,31,-1,2225,2309,-1,1880,2215,0,1207,2843,0,1611,2406,0,4609,2643,-1,519,2598,0
14300,1,3,1,58,-1,311,880,-1,48,310,-1,84,48,-1,41,83,-1,41,41,-1,41,41,0
5900,1,3,1,36,0,80,1552,0,67,1595,0,65,1624,0,68,1662,0,62,1697,0,70,1724,0
8500,1,1,2,32,0,200,4994,0,56,4120,0,6200,695,0,508,6883,0,0,7279,2,252,6990,0
4800,1,1,2,28,-1,13,13,-1,54,13,-1,400,54,-1,40,379,0,80,406,0,120,102,0
1900,1,2,2,38,0,71,2108,0,80,1892,0,73,1942,0,26,1934,0,28,727,0,40,744,1
8900,1,1,1,35,-1,802,353,-1,302,682,-1,383,285,0,70,383,-1,197,69,-1,0,168,0
2000,1,2,1,46,2,80,1780,2,80,1819,2,0,1857,2,152,1815,2,0,1938,2,72,1900,1
9500,1,2,1,43,0,325,9556,0,347,9669,0,410,9602,0,281,9241,0,281,7781,0,281,7816,1
3200,1,1,2,25,0,140,3030,0,133,3096,0,112,3114,0,48,2781,0,61,2430,0,93,2091,0
2100,1,3,2,29,3,0,608,2,273,587,2,32,848,2,0,855,2,80,829,2,0,895,1
8400,1,2,1,44,0,73,2241,0,76,2286,0,77,2334,0,78,2381,0,81,2429,0,362,2479,1
4300,1,2,2,25,0,155,4294,0,202,4361,0,146,4279,0,79,3893,0,120,2418,0,94,2362,0
5100,1,2,3,35,2,450,5070,2,0,5435,2,224,5290,0,206,5297,0,204,5278,0,180,5135,1
900,1,3,1,25,2,0,418,3,84,405,2,0,477,3,0,458,2,40,439,0,40,465,1
