Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
10500,1,2,2,32,0,0,2423,0,0,-3,-2,22,-3,-1,182,18,-1,6640,-318,-1,240,6264,0
6300,2,2,1,31,0,0,2056,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
15700,2,2,1,31,-1,186,330,-1,307,184,-1,118,304,-1,3499,118,-1,146,3472,-1,311,145,0
5100,1,2,1,39,0,100,1040,0,132,1122,0,0,1236,2,103,1204,2,0,1287,2,129,1261,1
6500,2,2,1,36,-1,200,2477,0,120,2637,0,240,2689,0,240,2864,0,400,3020,0,200,3357,0
6300,1,2,1,25,0,174,4481,0,161,3432,0,88,2684,0,160,1207,0,0,0,-2,0,0,1
11700,1,2,2,27,0,129,3954,0,124,3586,0,6402,2018,0,198,7747,0,208,7523,0,183,6484,0
7500,1,2,2,28,0,297,6210,0,276,5447,0,204,5561,0,400,5601,0,220,5855,0,268,5958,0
2900,2,2,1,26,2,144,1031,2,0,1158,2,41,1127,0,96,1138,0,48,1215,2,0,1237,1
900,2,2,1,27,0,52,707,0,51,669,0,72,708,0,0,769,2,40,752,0,40,773,1
3600,1,2,1,56,0,144,3749,0,204,3433,0,88,3560,0,88,2031,0,78,2037,0,88,1949,0
2100,1,2,1,34,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,93,0,-1,0,118,0
20100,1,2,1,39,1,0,3666,2,180,3539,0,288,3608,0,0,3785,2,136,3705,0,92,3239,0
2100,1,2,2,28,2,0,1723,2,64,1677,0,68,1536,0,41,1226,0,100,1239,0,0,1220,1
2100,1,2,1,52,0,92,1857,0,80,1652,0,40,1610,0,40,611,0,40,569,0,40,600,0
5100,2,2,1,33,1,216,0,-1,200,216,0,140,411,0,20,543,0,40,555,0,80,585,0
700,1,2,2,42,0,51,629,0,64,669,0,52,722,0,27,750,0,34,765,0,35,787,0
6000,2,2,2,51,0,47,529,-1,0,47,-1,0,0,-2,0,0,-2,1430,0,-1,58,1430,0
7300,1,2,2,40,0,134,1179,0,0,1294,2,80,1261,0,49,1320,0,49,1347,0,108,1374,0
13200,2,2,1,40,1,0,11595,2,888,11355,2,480,12051,2,480,12270,2,39,12548,2,940,12378,0
2000,1,2,2,22,0,80,1119,0,80,1149,0,41,1175,0,40,1166,0,280,1001,0,40,1184,0
1900,1,2,2,41,0,400,1712,0,841,1287,0,60,1944,0,120,301,0,48,373,0,316,-7,0
2100,2,2,2,25,-2,0,0,-2,1484,0,-1,52,1484,2,0,1501,2,60,1465,0,56,1501,0
10400,2,2,1,31,-2,361,134,-2,174,359,-2,557,173,-2,80,554,-2,226,79,-2,159,225,0
14400,2,2,1,32,0,41,704,0,1,239,0,66,-1,-2,3560,-67,-2,120,3493,-2,120,3584,0
8400,2,2,1,34,0,61,538,0,52,591,0,45,598,0,17,630,0,16,643,0,11,551,0
3900,1,2,1,29,-1,84,48,-1,0,84,-1,0,0,-2,0,0,-2,0,0,-2,173,0,1
1900,2,2,1,49,0,83,2048,0,94,2026,0,70,1960,0,65,1976,0,61,1954,0,88,1911,0
1300,2,2,2,20,0,144,1089,0,0,1159,2,56,1114,0,19,1098,0,17,974,0,0,848,0
6300,1,2,1,42,-1,52,13,-1,26,52,-1,3186,13,-1,0,3186,0,1973,13,-1,13,1973,1
3200,2,2,2,45,0,127,3082,0,104,3124,0,120,2340,0,68,2042,0,28,761,0,35,777,0
19700,2,2,2,36,0,2091,558,-1,2297,434,-1,43,2297,0,120,1422,0,921,634,-1,809,921,0
5100,2,2,1,40,-1,47,102,0,54,75,-1,64,54,-1,25,64,-1,34,25,-1,116,34,0
14400,2,2,2,33,0,200,466,0,400,565,0,200,940,0,140,525,0,0,539,0,0,0,0
1300,2,2,1,55,2,72,1040,2,52,1084,2,96,1106,2,0,1172,3,48,1142,2,100,1165,1
16300,2,2,2,43,0,65,1500,0,41,1341,0,569,291,-1,5285,568,-1,6521,5284,0,401,11576,0
900,1,2,2,23,2,36,626,3,64,640,2,8,682,2,24,667,2,28,668,0,84,679,0
9700,2,2,1,40,-1,69,179,-1,404,69,-1,347,402,-1,183,346,-1,157,183,-1,101,157,0
2500,2,2,2,22,-1,0,139,2,977,100,-1,81,838,0,600,898,0,80,859,0,80,927,0
1300,1,2,2,41,3,0,1045,3,0,1017,2,69,989,0,48,1042,0,44,1060,0,46,1081,1
300,2,2,2,29,1,49,358,2,0,395,2,20,382,0,18,392,0,0,346,0,0,0,1
18800,2,2,2,32,0,12000,19657,0,637,19546,0,476,19415,0,4800,14438,0,255,13544,0,10000,4949,1
13300,1,2,1,31,0,48,1005,0,46,664,0,53,703,0,160,503,0,12,650,0,28,329,0
1900,2,2,1,38,0,98,269,0,0,362,2,53,351,0,14,397,0,15,399,0,20,407,0
3100,2,2,2,24,2,0,48,2,0,48,5,0,48,5,0,48,4,0,24,3,0,12,1
4500,2,2,1,55,2,136,3804,2,0,3798,2,132,3658,0,280,3684,0,0,3860,2,140,3751,1
6100,2,2,2,22,1,2,6839,2,240,6632,0,157,5840,0,163,4556,0,180,4623,0,923,4475,0
11900,1,2,1,45,0,840,8928,0,240,9562,2,146,9595,2,240,9356,0,240,6781,0,240,6415,0
4100,2,2,1,35,0,120,4249,0,68,3929,0,62,1699,0,64,1733,0,80,1769,0,80,1820,0
8100,2,2,1,50,0,0,40,0,20,0,-2,36,20,-1,0,36,-1,0,0,-2,0,0,0
8100,1,2,1,32,1,0,0,-2,8,0,-1,0,8,-1,0,0,-2,0,0,-2,0,0,0
11700,1,2,1,52,-1,41,199,0,40,148,0,40,127,0,60,91,-1,75,60,-1,91,75,0
5200,2,2,1,54,0,272,8425,0,272,8612,0,213,8799,0,80,8845,0,40,876,0,40,882,0
5700,1,2,2,27,0,680,5255,0,0,5848,2,456,5608,2,22,5761,2,212,5617,2,216,5211,1
1300,2,2,1,28,0,132,865,0,40,971,2,40,983,2,44,995,2,40,1017,2,44,1034,1
2000,2,2,1,54,0,64,1480,0,80,1477,0,60,1397,0,40,1275,0,80,1160,0,80,1176,1
3100,2,2,2,27,1,360,0,-1,15,360,-1,0,15,-1,0,0,-2,15,0,-1,0,15,0
3300,2,2,1,40,-1,206,139,-1,258,206,0,157,334,-1,73,129,-1,92,73,-1,76,76,0
400,1,2,1,30,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,-2,0,0,1
4500,1,2,1,35,1,264,2141,2,0,2346,3,0,2286,2,160,2199,0,140,2297,0,88,2368,1
1300,1,2,1,40,1,120,904,2,0,997,2,120,969,0,93,1072,0,0,1148,2,48,1124,1
5200,2,2,2,25,0,166,5419,0,5502,5044,-1,141,5145,0,47,4136,0,0,1626,0,0,444,0
1900,2,2,1,31,0,246,1605,0,0,1824,2,145,1783,2,0,1885,2,74,1850,0,74,1887,1
800,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
12400,1,2,1,35,0,124,3584,0,144,3335,0,95,3221,0,81,2814,0,80,2335,0,68,2058,0
6900,2,2,2,54,-1,0,191,-1,18,0,-1,0,18,-1,17,0,-1,59,17,-1,28,59,1
7300,2,2,2,26,0,56,419,0,45,472,0,40,500,0,60,535,0,40,590,0,40,619,0
3200,2,2,1,26,0,119,3082,0,98,3150,0,64,3190,0,32,1620,0,52,1168,0,14,1185,1
4900,1,2,1,47,-1,10,99,-1,230,6,-1,46,114,0,0,116,0,70,46,-1,163,70,1
2500,2,2,2,29,0,136,2327,0,92,2385,0,48,2231,0,48,1127,0,60,1159,0,60,1085,0
4300,1,2,2,49,0,56,1028,0,60,1070,0,56,1115,0,40,1154,0,40,1182,0,30,1119,1
7900,1,2,2,24,-1,600,3543,0,1759,4079,0,206,5759,0,240,5868,0,601,5974,0,19,6485,0
2800,2,2,2,27,0,120,1435,0,120,1140,0,120,1136,0,120,903,0,60,974,0,40,1017,0
1200,2,2,1,51,0,80,1076,0,60,1126,0,40,1153,0,40,1176,0,54,1048,0,40,1085,0
16700,2,2,2,30,0,120,3289,0,120,2710,0,7,2141,0,4920,-333,-1,110,3872,0,88,3261,0
2700,1,2,1,36,0,129,2819,0,198,2666,0,68,2786,0,200,1858,0,88,2027,0,69,2002,0
4000,2,2,2,30,0,720,1884,0,400,2432,0,105,2724,0,621,2574,-1,1645,621,0,80,2053,0
7100,1,2,1,29,0,280,7249,0,321,7332,0,253,7357,0,257,7255,0,256,7196,0,240,6910,0
1100,2,2,1,53,2,148,281,2,0,417,2,48,405,0,16,446,0,40,455,0,0,487,1
5900,2,2,1,34,0,321,5658,0,203,5816,2,240,5686,0,201,5498,0,201,5593,0,204,5453,0
4700,2,2,1,51,0,246,4740,0,179,4785,0,106,4089,0,55,3022,0,53,1901,0,60,1790,0
4500,1,2,2,39,0,160,3837,0,160,3933,0,140,4030,0,100,4100,0,92,3205,0,82,2776,0
2100,1,2,2,32,0,56,962,0,47,699,0,80,732,0,48,805,0,0,529,2,24,499,0
12400,2,2,1,23,0,264,7671,0,333,7418,0,281,7530,0,241,7495,0,240,7369,0,242,7342,0
8100,2,2,2,28,-2,236,16,-1,16,236,-1,16,16,-2,16,16,-2,16,16,-2,47,16,0
2000,1,2,1,46,0,120,1549,0,80,1136,0,60,1153,0,44,1182,0,44,1164,0,48,1189,0
12300,2,2,1,27,0,205,7288,0,150,6502,0,156,5636,0,88,4475,0,124,3150,0,121,3155,0
8000,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,10,0,1
10500,2,2,1,44,-2,100,28,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6500,1,2,2,28,-1,0,140,2,27,130,-1,0,27,-1,0,0,-2,27,0,-1,0,27,0
9700,1,2,1,36,0,342,9028,0,370,9156,0,343,9308,0,172,7493,0,205,5196,0,170,4947,0
3100,2,2,1,47,0,200,3105,0,200,3228,0,200,1937,0,120,2096,0,80,934,0,120,984,0
2700,2,2,2,34,0,64,573,0,60,615,0,40,653,0,80,682,0,0,751,2,40,733,0
5700,1,2,2,36,1,340,3766,2,0,4009,2,152,3909,0,168,3960,0,170,4058,0,164,4154,0
14300,2,2,2,27,0,362,10599,0,354,10283,0,400,10136,0,400,10382,0,3201,10606,0,600,13637,0
7100,2,2,2,31,-1,14,5,-1,12,14,-2,33,12,-2,19,33,-2,635,19,-2,14,635,0
2000,2,2,1,30,2,69,1759,0,154,1799,0,0,1924,2,68,1880,0,149,1918,0,80,2036,0
20000,2,2,1,53,0,702,23520,0,1460,11102,0,800,11553,0,1440,11272,0,800,10948,0,3201,10782,0
7300,2,2,1,35,0,200,860,0,0,1024,0,0,0,-2,1463,0,-1,62,1463,0,40,1494,0
800,1,2,1,26,0,80,609,0,132,666,0,0,775,2,108,751,2,0,834,3,20,810,0
5100,2,2,1,47,-1,0,79,2,40,40,-1,40,40,-1,40,40,-1,45,40,-1,40,45,0
300,1,2,2,23,-1,0,406,5,0,394,4,0,383,3,120,371,2,40,478,5,0,488,0
5500,2,2,1,49,0,49,46,-1,43,49,-1,54,34,-1,45,54,-1,854,45,-1,54,854,0
2100,1,2,2,49,0,80,798,0,80,774,0,80,794,0,40,812,0,40,718,0,40,690,0
1100,1,2,1,38,0,80,1189,0,80,1217,0,60,1062,0,60,1091,0,60,1118,0,60,1138,0
2400,1,2,1,39,0,85,2171,0,64,1982,0,56,1843,0,56,1597,0,63,1575,0,62,1592,0
4700,2,2,1,23,2,120,700,0,120,760,0,0,832,2,38,731,0,80,725,0,82,656,1
1200,2,2,2,29,0,44,449,0,56,473,0,0,210,0,0,16,0,0,0,-2,0,0,0
10500,2,2,2,35,-2,0,0,-2,100,0,-2,92,100,-2,17,92,-2,0,17,-2,26,0,0
2500,2,2,2,28,1,67,0,-1,33,67,-1,0,33,2,31,33,-1,16,31,-1,0,16,1
900,1,2,2,23,1,12,683,2,52,672,2,52,702,0,61,730,0,0,779,2,74,760,1
3200,2,2,2,26,0,140,2895,0,94,2945,0,81,2149,0,32,1280,0,8,802,0,7,8,0
2100,2,2,2,32,2,72,1125,0,136,1178,0,0,1283,2,76,1250,2,80,1305,2,0,1359,1
6400,1,2,2,30,0,23,287,0,0,23,-2,39,0,-2,0,39,-2,0,0,-2,0,0,0
19300,2,2,1,45,-1,53,40,-1,0,53,-1,0,0,-2,177,0,-1,0,177,0,0,79,0
15900,2,2,1,42,0,428,5264,0,0,5562,2,122,5073,0,120,4177,0,128,4200,0,112,3762,0
2700,1,2,1,28,0,65,750,0,56,791,0,115,822,0,40,923,0,35,947,0,41,967,0
2000,2,2,2,24,-1,0,24,-1,0,0,-2,2056,0,-1,453,2056,-1,40,453,0,40,486,0
7900,2,2,1,36,0,200,1102,0,41,695,0,0,396,0,360,0,-1,29,360,-1,400,29,0
2100,1,2,2,26,-1,0,47,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4500,2,2,1,30,0,400,1094,0,0,694,0,0,0,-2,126,0,-1,0,126,2,1200,120,0
2100,1,2,2,25,0,56,441,0,28,444,-1,47,28,-1,1361,47,-1,40,965,0,41,961,0
2100,1,2,1,39,3,140,1350,2,0,1456,3,64,1421,2,0,1450,2,116,1415,2,0,1501,1
19900,1,2,1,44,1,180,-39,-1,0,141,2,0,77,2,280,77,0,1,357,0,21,269,1
11300,1,2,1,42,0,313,6399,0,181,6568,0,170,4904,0,172,4761,0,168,4550,0,160,4601,0
5500,2,2,2,25,1,0,1133,2,1,1099,2,3680,-45,-1,152,3622,0,144,3701,0,104,3355,0
1200,2,2,2,23,0,45,146,0,41,176,0,5,212,0,60,174,0,80,124,0,1,202,0
8400,2,2,2,26,0,400,7100,0,400,7198,0,400,6845,0,400,6648,0,400,5762,0,400,5293,0
900,1,2,2,32,1,0,580,2,80,559,0,80,630,0,40,687,0,40,703,0,40,732,0
1200,1,2,2,24,0,60,197,0,80,152,0,80,156,0,16,88,0,0,88,0,20,57,1
1900,2,2,1,26,0,400,1022,0,80,1355,0,60,1338,0,120,1308,0,60,1348,2,0,1321,0
1900,1,2,1,57,0,109,1022,0,30,918,2,20,721,0,253,553,0,130,599,0,91,529,1
12100,2,2,1,28,0,55,1225,0,40,585,0,1694,389,-1,0,1158,0,0,1064,0,7,727,0
13300,2,2,1,58,1,61,0,-1,60,61,-1,0,60,-2,159,0,-1,347,159,-1,15,347,0
10800,2,2,2,29,0,240,1555,0,80,1544,0,48,1114,0,13,871,0,80,657,0,330,220,0
800,1,2,2,43,1,0,261,2,60,251,0,40,307,0,40,336,0,40,364,0,40,392,1
2100,2,2,1,33,-2,13,0,-2,0,13,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,2,26,0,72,1923,0,74,1934,0,88,1960,0,80,1998,0,72,2019,0,82,2028,0
9300,2,2,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8500,1,2,1,48,-2,73,0,-2,31,73,-2,0,31,-2,0,0,-2,0,0,-2,0,0,0
11600,2,2,1,48,0,404,10912,0,405,10451,0,284,9870,0,1209,8970,0,1609,9330,0,1608,9044,0
9600,1,2,2,30,0,400,6045,0,400,6217,0,12,6197,0,40,5947,0,391,964,-1,721,391,0
5300,2,2,2,25,2,240,5221,0,208,5086,0,200,5051,0,140,5133,0,145,3857,0,157,3926,1
6500,1,2,2,28,-2,67,86,-2,109,67,-2,93,103,-2,92,93,-2,138,91,-2,105,138,0
5600,2,2,2,32,-1,0,34,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
9600,2,2,1,30,-1,340,164,-1,220,284,-1,220,220,-1,220,220,-1,219,220,-1,220,219,0
13300,2,2,1,41,1,894,-2,-1,236,892,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,2,2,2,22,3,0,13,2,0,13,2,0,13,2,0,13,2,0,13,2,0,13,1
900,1,2,1,34,0,59,806,0,48,763,0,16,791,0,8,787,0,222,299,-1,0,92,1
2300,1,2,1,31,0,120,2345,0,1256,2382,0,120,2344,0,80,2377,0,80,1539,0,80,1581,0
3500,2,2,1,32,0,160,3056,0,320,3167,0,214,3396,2,148,3517,2,125,3602,2,0,3661,0
2800,1,2,1,39,0,102,2726,0,104,2782,0,85,2839,0,69,2596,0,70,1942,0,86,1941,0
4500,1,2,1,42,0,168,4329,0,172,4301,0,66,4339,0,47,2927,0,2424,2042,-1,200,2423,1
700,1,2,2,24,0,114,568,0,0,660,2,94,637,2,0,721,2,40,697,0,36,720,1
2000,2,2,2,24,1,35,0,-1,24,35,-1,148,24,-1,80,148,-1,292,80,-1,685,292,0
700,1,2,1,24,0,62,578,0,106,618,0,57,702,0,24,693,0,20,685,0,40,694,0
800,2,2,1,44,1,0,177,2,0,109,2,90,-8,-1,0,75,0,16,16,-1,69,16,1
8100,2,2,1,48,-1,66,33,-1,0,66,2,33,33,-1,33,33,-1,33,33,-1,33,33,0
4800,2,2,2,22,3,0,50,2,0,50,2,0,50,5,0,50,5,0,50,4,0,26,0
9100,2,2,2,38,0,200,2910,0,161,2930,0,200,2653,0,200,2651,0,211,2496,0,120,2460,0
3200,2,2,1,33,2,80,880,2,0,934,2,56,907,0,84,948,0,48,1016,2,0,1042,1
2800,2,2,1,29,0,52,337,0,48,384,0,60,425,0,40,479,0,80,487,0,40,558,0
11900,2,2,2,42,-2,80,-36,-2,43,44,-1,60,37,0,40,91,0,80,124,0,40,202,0
700,1,2,2,29,0,63,603,0,64,655,0,52,697,0,33,725,0,40,745,0,31,767,1
4500,1,2,2,24,0,124,2974,0,127,2814,0,130,2872,0,108,2930,0,110,2966,0,133,3028,0
7900,2,2,1,26,0,72,1889,0,64,1808,0,80,1438,0,100,1364,0,60,1395,0,60,1385,0
6000,1,2,1,41,0,280,5668,0,280,5793,0,240,5509,0,280,5602,0,201,5782,0,360,5349,0
3300,2,2,2,27,2,120,693,0,192,770,0,0,937,2,33,911,0,33,930,0,80,949,1
700,2,2,1,42,2,36,726,3,64,739,2,32,779,2,38,786,2,40,799,2,32,820,1
1900,1,2,2,25,0,80,1407,0,200,1210,0,0,505,0,0,0,-2,0,0,-2,0,0,0
6500,1,2,2,34,2,0,2953,2,220,2894,2,0,3077,2,300,3015,2,0,3278,2,80,3208,1
700,1,2,2,22,1,0,698,4,0,676,3,0,654,2,60,631,0,80,681,0,80,749,1
8400,2,2,2,29,0,82,563,0,103,521,-1,1445,103,-1,44,1445,0,119,1451,0,57,228,0
3700,2,2,2,36,2,248,3571,2,0,3650,2,1000,2742,2,0,2693,2,89,1583,2,0,1144,0
4400,2,2,1,39,0,71,2096,0,132,1670,0,44,1754,0,45,1594,0,51,1312,0,27,1327,0
4500,2,2,2,41,0,200,3846,0,200,3870,0,120,3955,0,120,3940,0,120,1370,0,120,1435,0
1100,1,2,1,38,1,0,893,3,0,868,2,36,842,0,32,853,0,40,865,0,72,890,0
2500,2,2,2,31,2,80,2340,0,76,2197,0,63,3427,0,40,1659,0,28,776,0,27,756,1
900,1,2,1,33,0,198,1426,0,56,806,0,0,803,0,0,787,0,0,787,0,0,0,0
1200,2,2,2,31,1,0,1090,2,71,1061,0,104,1114,0,88,1187,2,0,1250,3,0,1219,1
2400,1,2,1,47,0,60,1173,0,80,1213,0,92,1273,0,204,1344,0,0,1525,2,80,1495,1
6800,2,2,1,53,-1,110,121,-1,184,110,-1,152,184,-1,351,152,-1,174,349,-1,485,174,0
800,2,2,2,26,0,80,666,0,80,512,0,280,566,0,0,799,0,0,799,0,0,0,0
2000,2,2,2,25,0,82,1992,0,111,2015,0,68,1537,0,40,753,0,40,732,0,40,761,0
5100,2,2,1,27,0,166,4612,0,167,4540,0,201,4466,0,129,4105,0,164,3869,0,160,3953,0
5700,2,2,1,36,-1,12,17,-1,362,12,-1,0,357,2,363,23,-1,0,363,2,26,253,1
6700,2,2,1,50,0,305,6805,0,248,6758,0,400,6426,0,204,6546,0,220,5256,0,200,5216,1
2100,2,2,1,30,0,98,1825,0,84,1767,0,40,1170,0,40,568,0,40,599,0,40,628,1
21500,2,2,1,50,0,124,2665,0,123,2667,0,124,2661,0,93,2686,0,112,2675,0,140,2707,0
9900,2,2,2,37,0,299,9668,0,320,8238,0,307,8421,0,319,8588,0,534,8769,0,120,9156,0
3200,1,2,1,35,-1,1244,364,-1,800,1244,0,200,1386,0,400,1063,0,400,803,0,0,1021,0
15900,2,2,1,28,0,200,6449,0,718,5579,-1,514,718,-1,909,413,-1,460,909,-1,428,460,0
8300,1,2,2,35,-1,336,220,-1,572,336,-1,240,572,0,0,716,0,958,341,-1,40,958,0
8500,2,2,2,31,-2,0,0,-2,39,0,-2,0,39,-2,0,0,-2,0,0,-2,10,0,0
13500,2,2,1,26,0,180,3835,0,200,3904,0,240,3993,0,280,4112,0,240,4251,0,1200,3952,0
3300,2,2,1,48,1,0,1682,2,140,1607,2,0,1715,2,180,1270,2,0,1288,2,60,1033,0
7300,2,2,3,45,0,4061,3246,0,411,6917,0,184,7068,0,384,5080,0,800,4567,0,200,5185,0
5300,2,2,1,39,0,81,1648,0,196,1701,0,0,1857,2,40,1800,0,0,1832,0,0,0,1
5100,1,2,2,26,2,280,5488,2,0,5568,2,205,5341,0,200,5327,0,200,4126,0,200,4121,1
9600,1,2,2,26,0,0,1800,0,0,0,-2,0,0,-2,32,0,-1,7715,32,-1,280,7714,0
5200,2,2,2,24,1,64,458,2,0,502,2,172,483,2,0,634,2,80,612,0,80,675,0
800,2,2,2,51,1,0,749,2,120,725,2,0,781,2,40,758,0,120,660,0,80,775,1
1100,2,2,1,35,2,160,673,2,0,809,2,80,784,2,0,850,2,72,831,2,0,883,1
7100,2,2,1,33,0,162,134,-1,0,162,-1,88,-8,-1,0,80,-1,789,0,-1,0,789,1
16500,2,2,1,35,0,73,448,-1,550,73,-1,5,550,0,333,241,-1,357,333,-1,1056,357,0
8500,1,2,2,33,0,340,7504,0,360,7664,0,284,7830,0,300,7923,0,308,8096,0,362,8263,0
7900,2,2,2,27,1,506,-62,-1,0,340,2,612,166,-1,0,612,0,0,415,0,653,226,0
20100,2,2,2,32,0,154,545,-1,301,154,-1,3087,301,-1,136,3087,0,162,2976,0,91,3082,0
5200,2,2,1,43,-1,271,92,-1,112,271,-1,144,112,-1,454,144,-1,62,446,-1,44,62,0
2000,1,2,1,47,0,145,1774,0,133,1722,0,80,1426,0,80,750,0,80,764,0,100,782,0
