Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
6200,1,3,3,90,3,867,3647,0,246,381,9,312,658,11,93,309,5,467,2693,7,4257,4521,1
1100,1,2,3,26,0,180,597,0,534,360,-1,726,534,0,32,773,0,19,726,0,17,470,0
700,2,2,3,45,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,6,0,72,1
2300,2,3,3,44,0,60,1653,0,56,1164,0,38,1124,0,60,1147,0,102,1151,0,80,1163,0
3900,2,3,3,49,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2400,1,3,3,65,0,703,1455,4,531,2201,12,502,791,2,382,620,12,1592,1614,11,1030,1228,1
5900,2,1,3,28,1,0,242,-1,344,2,2,100,261,-1,0,87,-1,55,0,-1,0,55,0
900,2,3,3,26,0,112,719,0,0,819,2,10,788,2,135,477,-1,0,51,-1,0,0,0
2100,2,2,3,51,0,99,423,-1,116,99,0,0,129,0,0,116,0,0,0,-2,0,0,0
5600,2,2,3,42,0,120,774,0,80,868,0,88,918,0,40,763,0,120,656,0,96,655,1
800,2,5,3,36,0,53,718,0,48,714,0,60,719,0,52,664,0,60,615,0,40,650,0
800,1,3,3,44,0,80,621,0,60,691,0,20,733,0,0,627,0,0,0,-2,0,0,0
900,1,2,3,51,0,53,754,0,52,794,0,50,744,0,25,706,0,26,720,0,29,736,0
1300,2,3,3,61,-1,0,95,-1,0,-23,-2,0,-23,-2,200,-82,-1,580,59,-1,0,580,0
2300,2,2,3,29,0,52,1383,0,100,637,0,40,725,0,68,1146,0,40,746,0,40,638,0
13500,2,1,3,43,-1,34942,5592,-1,48619,7070,-1,35562,1376,-1,24840,8237,-1,800,10617,0,5800,10809,0
2100,1,3,3,57,0,53,940,0,54,905,0,50,808,0,26,781,0,25,781,0,26,697,0
1400,1,3,3,57,8,720,791,3,206,790,8,381,485,5,4,26,5,136,445,8,232,287,1
2100,1,1,3,45,7,1791,1849,3,1562,1788,5,1233,1700,2,1506,2047,7,575,631,-1,636,918,1
3200,2,2,3,36,0,402,2556,0,201,2201,0,122,1786,0,200,1699,0,200,1533,0,202,1623,0
5900,2,4,3,48,1,0,-10,-2,317,-113,-1,417,158,-1,0,416,0,115,94,-1,175,115,0
3200,1,2,3,47,0,73,1129,0,70,1171,0,42,1208,0,45,1220,0,42,1247,0,80,1146,0
2000,2,2,3,37,-1,57,46,-1,50,57,-1,8,50,-1,536,8,-1,1,536,0,658,396,0
9100,1,2,3,35,-1,400,471,0,200,659,0,660,819,0,0,1060,0,42,13,-1,13,42,0
2000,2,2,3,22,0,64,1636,0,248,1518,0,59,1063,0,88,395,0,40,215,0,120,226,0
6000,2,2,3,25,-2,1041,167,-2,127,1040,-2,1967,127,-2,473,1967,-2,27,473,-2,61,27,0
2000,1,2,3,35,0,68,1057,0,80,1108,0,52,1157,0,48,1179,0,60,1183,0,80,1218,1
4300,2,2,3,25,0,134,3662,0,110,3374,0,94,3157,0,78,1974,0,200,2012,0,120,1769,0
3100,2,3,3,22,0,2081,2397,10,289,401,10,528,1504,5,214,1045,6,982,1571,8,177,330,0
5700,1,5,3,15,7,1344,3413,3,617,678,4,753,1386,8,443,2003,6,432,3775,2,706,2864,1
700,1,1,3,68,-1,276,576,8,157,324,6,44,90,12,137,261,1,395,496,-1,194,494,0
2100,2,5,3,74,8,542,704,9,252,654,1,35,86,5,308,586,2,914,1747,10,1,2,0
6100,2,1,3,31,-2,344,2,-2,100,261,-2,0,87,-2,55,0,-2,0,55,-2,82,0,0
1900,2,2,3,42,0,74,1988,0,92,1978,0,63,2028,0,200,1794,0,40,772,0,33,781,0
3300,2,2,3,30,-1,574,258,-1,0,574,2,310,247,-1,338,310,-1,265,338,-1,249,265,0
1100,2,2,3,42,1,659,330,-1,53,659,0,400,284,0,738,400,-1,29,738,0,472,683,0
3100,2,3,3,61,0,58,1238,0,49,631,0,10,375,0,32,261,0,0,274,2,12,232,0
1900,1,3,3,46,-1,40,963,0,120,895,-1,210,120,-1,41,210,-1,236,41,-1,112,236,0
1100,1,3,3,53,1,0,953,2,225,926,2,0,1123,3,40,1093,2,93,1103,2,0,1172,1
3500,1,3,3,41,0,77,2130,0,104,2148,0,105,2217,0,82,2262,0,92,2282,0,193,2337,1
2400,2,3,3,51,0,84,2304,0,76,1955,0,38,1588,0,44,1109,0,41,1137,0,39,1160,0
5600,1,4,3,70,10,4174,4256,3,128,326,11,1519,3001,1,450,1379,9,2065,3262,2,1581,2448,0
2100,1,2,3,43,2,148,1906,0,148,2009,0,0,2020,2,43,1287,0,60,1181,0,45,1192,1
1700,1,2,3,38,0,54,831,0,55,871,0,103,912,0,0,1000,2,36,972,0,80,992,0
9700,1,2,3,26,-1,656,7324,0,6465,7386,11,565,2029,2,2782,6949,4,1847,3879,7,25,418,0
2900,2,2,3,43,0,100,2833,0,100,2647,0,97,2704,0,104,2754,0,104,2815,0,100,2713,0
5700,1,4,3,59,11,1378,5669,0,217,275,12,792,2445,11,468,2803,4,1417,2051,7,1041,1566,1
9700,2,2,3,38,0,288,6876,0,120,6856,0,120,2756,0,100,2807,0,120,2827,0,100,2783,0
1300,2,3,3,51,1,0,401,2,128,259,2,0,283,2,100,116,-1,131,100,-1,0,131,1
2000,2,2,3,54,0,74,2027,0,52,2021,0,32,1530,0,229,738,0,33,803,0,52,812,0
1300,2,2,3,34,0,58,1038,0,70,1066,0,56,1119,0,31,1145,0,40,1160,0,34,1193,1
1900,2,3,3,45,-1,16,16,-1,16,16,-1,16,16,-1,48,16,-1,75,48,-1,144,75,0
2000,1,2,3,36,0,72,2010,0,82,1986,0,41,1935,0,7,1765,0,718,341,-1,8,718,0
4300,2,2,3,45,0,61,1066,0,80,831,0,31,823,0,120,846,0,80,886,0,80,886,0
2000,1,2,3,37,0,1808,198,0,51,1976,0,13,1954,0,12,403,0,12,338,0,7,344,1
900,2,1,3,20,2,60,561,0,72,600,0,112,650,0,0,732,0,0,724,0,76,-76,1
1900,1,2,3,33,0,48,344,0,46,310,0,40,350,0,0,242,0,0,215,0,0,0,0
800,2,3,3,49,2,64,734,0,60,687,0,36,707,0,144,732,0,16,811,2,0,808,1
1100,2,1,3,45,7,408,463,1,545,732,-1,485,614,2,296,898,12,138,710,11,875,987,0
3300,2,1,3,24,0,45,356,-1,29,45,-1,19,29,-1,9,19,-1,0,9,-1,0,0,0
700,1,2,3,51,0,52,653,0,93,694,0,50,735,0,40,730,0,40,738,0,32,768,1
1300,1,2,3,51,2,80,459,0,80,519,0,28,578,0,80,596,0,100,660,0,27,749,1
2100,2,2,3,32,2,0,1603,2,59,1531,0,51,1381,0,52,1359,0,50,1331,0,121,1278,0
4900,1,2,3,40,-2,140,311,-2,68,140,-2,0,68,-2,0,0,-2,0,0,-2,0,0,0
2500,2,2,3,63,2,80,982,0,80,1034,0,80,1081,0,40,1134,0,40,1160,0,80,980,1
1100,1,2,3,44,0,127,252,0,129,373,0,120,495,0,40,606,0,140,630,0,80,759,1
2800,1,2,3,49,0,80,1114,0,240,1163,0,0,1383,2,80,1349,0,111,1406,0,0,1495,1
800,2,3,3,42,0,144,725,0,48,831,2,40,817,2,16,795,0,0,782,0,0,0,1
2100,1,2,3,42,0,68,2058,0,67,2090,0,66,1636,0,58,3252,0,58,1659,0,59,1602,1
14400,1,2,3,31,-2,13,424,-2,2267,-13,-2,441,2253,-2,284,438,-2,0,282,-2,0,0,0
1900,2,2,3,42,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,0
3200,1,2,3,39,2,80,3045,0,60,2187,0,48,1147,0,52,1130,0,48,1142,0,48,1117,0
2500,1,2,3,39,0,88,2445,0,80,2026,0,48,1760,0,0,1078,0,0,399,0,1120,-472,0
1900,1,3,3,55,2,96,1883,0,88,1936,0,33,1969,0,28,757,0,36,767,0,34,790,0
1200,2,2,3,56,1,0,0,-2,0,0,-2,0,0,-2,815,0,-1,31,815,0,160,833,0
2400,2,2,3,35,-1,31,170,-1,16,31,-1,0,16,2,16,16,-1,16,16,-1,96,16,1
2400,1,2,3,48,0,120,987,0,80,1079,2,0,1128,2,92,1099,2,0,1167,2,60,1130,1
4400,2,3,3,37,2,92,2717,0,90,2586,0,86,2536,0,84,2401,0,87,2346,0,88,2396,0
10500,1,1,3,43,0,371,10152,0,364,10125,0,361,10129,0,341,9991,0,403,9731,0,324,9623,0
2100,2,3,3,45,-2,283,-60,-1,40,104,0,771,140,0,27,792,0,28,777,0,30,793,0
800,1,3,3,58,0,80,763,0,48,818,2,52,806,0,40,796,0,40,813,0,40,815,0
2000,2,2,3,33,0,53,2034,0,80,697,0,52,709,0,40,715,0,60,722,0,40,765,0
900,2,2,3,46,3,0,96,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,1
7500,2,1,3,35,0,850,4471,0,80,4287,0,7650,2476,-1,240,7650,-1,0,5762,2,816,5635,0
8000,2,2,3,36,-1,332,80,-1,377,331,-1,90,377,-1,640,82,0,83,654,-1,33,83,0
800,1,3,3,49,1,0,-30,-2,1696,-239,-1,12,644,0,8,578,0,16,804,0,0,410,1
6300,2,3,3,34,-1,1270,373,-1,42,1270,0,240,913,-1,240,240,-1,0,240,-1,174,0,0
3500,2,3,3,53,0,48,453,0,49,494,0,46,534,0,0,571,2,20,556,0,21,567,1
1300,2,3,3,44,3,0,1107,3,48,1078,2,60,1097,2,44,1127,2,0,1142,2,40,1118,0
700,2,3,3,43,-2,38,112,-2,145,8,-2,39,92,-2,16,39,-2,89,16,-2,77,53,0
6500,2,2,3,28,0,40,458,0,632,290,-1,440,631,0,240,1081,0,40,580,0,412,328,0
1200,1,2,3,47,0,16,136,-1,31,16,-1,0,31,0,0,31,0,0,0,-2,0,0,0
2100,1,2,3,45,0,82,1991,0,52,2016,0,27,1964,0,27,765,0,40,740,0,27,768,1
700,2,2,3,58,0,120,719,0,40,768,0,16,736,0,15,0,-1,0,15,-1,69,-16,0
3200,2,2,3,53,0,83,2525,0,81,2283,0,80,2225,0,100,2014,0,84,2081,0,80,2126,0
2400,1,3,3,44,0,97,2815,0,120,2666,0,85,2542,0,80,2385,0,120,2228,0,70,2111,0
9500,1,3,3,18,4,2462,5559,3,3404,4321,7,2109,5648,6,575,7095,11,148,502,11,1540,6512,0
2000,1,1,3,53,0,79,1944,0,66,1975,0,45,1970,0,18,1235,0,17,641,0,17,557,0
1100,2,2,3,23,0,93,317,-1,880,93,0,40,897,0,40,818,0,40,559,0,40,595,0
2100,2,3,3,51,0,94,1792,0,91,1819,0,96,1856,0,53,1915,0,55,1898,0,58,1937,1
700,1,2,3,36,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
500,2,3,3,47,0,48,283,0,48,326,0,20,368,0,20,382,0,20,365,0,0,376,0
2000,2,3,3,43,0,54,1026,0,46,895,0,12,667,0,12,337,0,13,344,0,13,351,0
800,2,2,3,51,0,51,584,0,51,625,0,24,665,0,25,678,0,26,693,0,26,707,0
3100,2,3,3,49,0,81,1453,0,80,1164,0,80,612,0,1200,178,0,480,1346,0,0,1371,0
300,2,2,3,38,0,40,129,0,0,112,0,66,0,-1,0,66,0,0,26,0,0,26,0
5900,1,4,3,27,-1,46,138,-1,240,46,0,0,280,0,0,0,-2,0,0,-2,0,0,0
400,2,2,3,43,0,50,244,0,48,252,0,45,239,0,39,279,0,0,314,2,11,303,0
300,2,2,3,48,1,0,381,2,40,369,0,56,402,0,40,351,0,40,359,0,80,305,0
5200,2,2,3,25,-1,0,126,2,0,63,2,0,0,-2,507,0,-1,1223,507,-1,0,1223,1
5100,1,3,3,41,2,141,3529,0,124,3532,0,200,3393,0,128,3439,0,138,3466,0,160,3503,0
7300,1,3,3,22,1,4939,6209,9,1760,1769,11,1260,1537,9,1471,2162,2,534,1018,8,5514,6044,1
1200,2,3,3,55,3,0,1062,2,99,1034,2,64,1103,2,60,1137,2,0,1173,2,44,1148,1
900,2,3,3,50,0,52,784,0,64,765,0,32,757,0,28,750,0,30,745,0,21,747,0
2100,2,2,3,31,2,184,1568,2,40,1713,3,60,1714,2,76,1733,2,72,1769,2,48,1806,1
8900,2,5,3,54,5,6018,8905,7,700,4493,1,4109,6741,3,568,625,12,1369,1670,0,2662,3589,0
8300,1,2,3,29,0,155,3255,0,160,3307,0,120,3361,0,140,3375,0,126,3461,0,135,3492,0
1300,2,3,3,26,1,0,1228,2,58,1161,0,39,1133,0,41,1115,0,41,1138,0,46,1129,1
2100,2,3,3,53,-1,16,16,-1,36,16,-1,22,36,0,16,43,0,0,37,2,16,16,0
7000,2,5,3,56,1,1620,5273,12,243,332,-1,3093,5375,6,4877,5789,2,1169,2029,12,1709,5138,1
2000,1,2,3,55,0,60,1387,0,60,690,0,40,737,0,32,755,0,80,759,0,40,727,0
2800,2,4,3,19,7,765,1808,-1,294,614,12,49,531,12,242,591,10,272,351,1,45,663,1
17900,1,1,3,35,-2,12,13,-2,202,12,-2,0,201,-2,65,13,-2,13,65,-2,13,13,0
9100,2,3,3,49,0,400,1645,0,200,2015,0,200,2182,0,88,2345,0,400,2394,0,200,2753,0
5200,2,3,3,42,-1,2800,637,0,32,3292,-1,62,16,-1,0,62,0,31,31,-1,147,31,0
900,2,1,3,51,-1,0,147,-1,22,0,-1,31,22,-1,100,31,-1,0,100,-1,0,0,0
1900,1,2,3,46,2,40,1714,2,156,1714,2,40,1830,2,40,1828,2,68,1826,0,180,1858,1
1100,1,2,3,41,2,40,117,0,44,155,0,47,196,0,24,239,0,0,259,2,40,249,0
4000,2,3,3,44,0,99,2492,0,76,2550,0,55,2578,0,64,1540,0,80,1579,0,60,1626,0
8800,2,1,3,94,9,2818,3802,11,465,2356,7,459,1558,11,396,2111,4,7960,8118,8,5013,8194,1
1900,1,2,3,35,0,80,1793,0,82,1750,0,69,1725,0,60,1752,0,72,1657,0,67,1701,0
3700,2,2,3,41,1,120,3590,2,111,3616,0,96,3497,0,306,2471,0,0,2730,2,108,2680,0
2000,1,2,3,35,0,82,1986,0,41,1935,0,7,1765,0,718,341,-1,8,718,0,16,376,0
11200,2,2,3,40,0,342,11678,0,283,11038,0,263,9625,0,238,9129,0,235,8399,0,308,7880,0
1600,1,5,3,71,9,218,1088,3,93,105,1,919,935,9,195,462,8,279,440,0,164,201,0
2800,1,1,3,57,0,107,2776,0,93,2814,0,96,2797,0,93,2725,0,99,2638,0,58,2500,0
2500,1,2,3,69,6,10,13,9,310,891,3,296,373,12,190,505,12,1066,1113,10,251,1655,1
4200,1,5,3,69,2,131,273,3,207,1221,10,149,2763,3,1990,3911,1,611,2670,9,826,2163,1
1400,1,1,3,45,1,281,368,7,665,755,5,350,931,-1,715,1112,9,210,235,11,746,1109,1
800,2,2,3,49,1,40,373,2,46,342,0,20,383,0,17,396,0,24,401,0,0,416,0
4300,1,4,3,22,3,2920,3181,10,1294,1799,2,2448,3740,10,515,4199,5,583,1200,9,67,96,1
9500,2,1,3,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,3,28,0,101,1912,0,98,3902,0,64,1967,0,31,701,0,32,708,0,27,723,0
800,1,3,3,48,0,80,563,0,80,621,0,60,691,0,20,733,0,0,627,0,0,0,0
2400,1,1,3,48,0,120,1988,-1,2371,100,-1,60,2371,0,81,1124,0,40,1189,0,40,1027,0
8500,1,3,3,53,8,4697,7219,9,1704,3526,4,1126,6935,4,738,1739,3,2099,5074,11,1737,2059,1
1200,2,3,3,38,-1,446,1196,-1,730,446,-1,389,730,-1,1124,389,-1,368,1124,-1,575,368,0
2000,1,5,3,55,6,1208,1369,2,186,727,4,293,776,4,147,743,10,331,576,4,14,1585,1
1300,2,2,3,23,1,184,903,2,0,1061,4,0,1033,3,0,1004,2,88,983,2,100,1054,0
1200,1,2,3,44,2,80,595,2,40,653,2,40,670,2,40,687,2,0,710,2,40,693,1
5500,1,1,3,60,0,196,5646,0,134,5583,0,77,3464,0,898,2516,0,98,3327,0,66,3333,0
3200,2,2,3,29,0,47,479,0,46,400,0,20,439,0,16,453,0,20,463,0,200,412,0
5300,1,2,3,24,0,0,1008,0,0,0,-2,0,0,-2,20,0,-1,0,20,-1,0,0,0
400,2,2,3,47,3,0,240,2,160,230,2,0,385,2,96,373,2,0,456,4,0,426,1
3900,1,3,3,50,2,520,421,-1,45,336,0,284,210,0,4,374,0,4,164,0,0,32,1
300,1,3,3,73,12,3,148,7,16,58,1,62,96,5,157,188,1,15,217,11,68,128,0
2100,2,2,3,48,2,113,738,0,52,838,0,26,758,0,26,752,0,27,727,0,26,742,1
8100,2,5,3,41,0,291,9019,0,354,8464,0,365,7913,0,1177,8078,0,139,3940,-1,80,139,0
7300,2,2,3,54,-2,0,0,-2,6,0,-2,0,6,-2,0,0,-2,0,0,-2,0,0,0
7100,2,2,3,42,0,219,5645,0,176,5211,0,120,4373,0,86,3110,0,86,2648,0,85,2342,0
2300,2,2,3,41,0,47,2086,0,40,1299,0,399,325,-1,400,399,0,0,521,0,824,-6,0
3100,2,3,3,45,0,0,136,0,0,0,-2,0,0,-2,98,0,-1,36,97,-1,369,36,0
5200,1,3,3,58,6,771,801,4,329,1428,3,552,1062,9,2806,4563,1,939,4183,0,1647,2065,0
2700,1,2,3,33,-2,0,2355,-2,2911,0,-1,56,2911,0,60,1599,0,60,1605,0,64,1592,0
2000,2,3,3,44,0,72,1832,0,80,1874,0,40,1924,0,40,1925,0,0,163,0,0,0,0
3000,1,3,3,90,3,289,294,5,1113,2091,6,652,744,5,629,2399,4,378,675,2,636,3083,1
5600,1,1,3,40,0,190,5206,0,196,5309,0,151,5420,0,100,5467,0,120,5232,0,108,2694,1
2900,2,2,3,40,0,120,2779,0,64,2746,0,40,2618,0,409,763,-1,477,409,-1,400,477,0
9600,1,1,3,65,0,40,164,0,0,200,0,40,0,-1,0,40,-1,6710,0,-1,192,6710,0
900,2,2,3,32,1,0,713,2,117,690,2,0,775,2,27,751,0,28,766,0,28,782,1
2100,1,1,3,35,0,253,1822,0,0,1978,2,48,1883,0,40,1833,0,5,1812,0,40,253,0
2400,2,2,3,39,1,0,-62,-2,0,-77,-2,80,-93,-2,80,-49,-2,0,0,-2,0,0,0
13900,2,1,3,53,1,305,1446,-2,235,305,-2,161,235,-2,1325,161,-2,275,1325,-1,0,275,0
4400,1,1,3,56,1,180,3704,2,0,3790,2,452,3694,2,0,4046,3,164,3970,2,0,4063,1
1900,2,1,3,46,0,64,3336,0,200,3200,-1,545,200,-1,52,144,-2,192,55,-2,54,191,0
7500,1,1,3,59,7,5110,5318,10,1955,2941,8,4786,5141,0,1765,6150,1,52,194,6,3179,4317,1
8900,1,1,3,98,11,462,911,0,436,526,-1,313,5683,12,7681,8628,2,272,1869,8,2715,3706,0
900,2,2,3,48,1,52,705,2,0,734,2,26,710,0,27,724,0,40,739,0,23,767,0
5600,2,1,3,47,1,31,0,-1,47,31,-1,0,47,-1,31,0,-1,26,31,-1,0,26,0
2000,1,5,3,33,3,967,1238,1,119,1175,7,508,1261,10,243,381,8,211,979,9,728,860,0
900,1,3,3,22,0,80,738,0,800,800,0,64,809,0,45,772,0,28,792,0,40,492,0
5300,1,4,3,75,12,434,619,12,233,367,4,4674,5357,8,487,1603,2,1587,1893,7,44,56,1
4800,2,1,3,46,0,324,2804,0,0,3058,2,10,2949,0,0,493,0,0,493,0,0,0,0
9600,1,2,3,36,0,60,736,0,53,657,0,60,659,0,20,586,0,20,375,0,80,327,0
2000,1,2,3,35,0,120,1942,0,120,1983,0,60,1902,0,28,837,0,40,786,0,40,813,0
1400,1,3,3,88,2,353,354,12,6,621,12,136,901,3,246,291,0,288,639,11,71,73,1
6000,1,1,3,45,0,120,4337,0,52,4447,0,52,1289,0,48,1330,0,48,1367,0,0,1395,0
2800,2,1,3,63,8,120,1305,4,54,1307,9,44,2276,2,17,40,10,44,530,5,143,819,1
3700,2,2,3,34,0,2200,3662,0,201,3550,0,201,2188,0,440,1506,0,391,1283,0,400,735,0
9400,1,2,3,96,11,920,6190,7,4995,5302,1,310,694,5,4696,6268,11,4855,6308,5,6010,6276,0
7100,2,2,3,47,-1,4,34,-1,34,4,-1,0,34,-1,14,0,-2,64,14,-1,44,64,1
5100,2,2,3,16,12,601,864,1,199,2701,9,918,1382,6,1002,1175,1,738,911,8,1607,3300,0
800,1,3,3,57,2,64,611,0,64,653,0,52,694,0,40,722,0,80,750,0,0,812,1
5100,1,3,3,54,0,120,4246,0,80,2761,0,80,2354,0,80,1808,0,64,1662,0,80,1698,1
14500,2,3,3,58,0,47,1427,0,0,1433,0,0,0,-2,0,0,-2,0,0,-2,6,0,0
1900,1,3,3,55,0,79,1822,0,74,1655,0,17,1662,0,200,520,0,23,649,0,27,598,1
1200,1,2,3,58,3,0,940,2,60,913,0,140,958,0,93,1082,0,0,1145,2,276,1121,0
700,1,3,3,57,1,48,818,2,52,806,0,40,796,0,40,813,0,40,815,0,40,805,0
6000,2,2,3,26,9,2852,3560,0,1600,5273,1,699,716,9,853,1569,12,2340,3998,11,4048,4512,0
3300,2,2,3,58,0,112,3236,0,132,3167,0,144,3149,0,63,3227,0,65,2016,0,66,2002,1
2600,1,4,3,79,8,793,2267,8,121,401,8,871,1140,7,65,513,8,227,1891,-1,3,39,1
900,1,2,3,27,0,42,154,0,49,126,0,40,114,0,0,130,0,100,114,-1,20,99,0
7100,1,1,3,92,3,1679,2859,12,1096,2903,-1,3028,4104,11,1628,3039,0,2349,5098,12,5027,6560,0
4200,2,2,3,37,8,578,959,3,835,925,1,2009,2959,0,1138,2666,9,110,128,11,683,2014,0
9600,1,4,3,47,-1,1792,7351,12,849,5268,0,4860,6090,4,2145,2709,11,2822,3346,12,5235,7377,1
500,2,3,3,87,11,40,95,2,11,73,0,138,141,2,194,489,3,9,26,11,359,452,1
800,1,2,3,45,-1,31,16,-1,0,31,2,0,16,2,31,0,-1,0,31,-1,0,0,1
800,1,3,3,46,1,0,441,4,0,428,3,0,416,2,0,400,0,0,400,0,0,400,1
8100,1,1,3,47,0,288,8119,0,291,8128,0,233,7943,0,200,7479,0,220,5499,0,198,5619,1
11700,1,1,3,53,0,99,319,0,0,413,2,40,400,0,40,434,0,80,467,0,80,532,1
6000,2,1,3,55,-1,11,11,-1,30,11,-1,30,30,-1,19,30,-1,0,19,2,49,7,0
8100,1,4,3,32,2,1866,1905,4,574,3106,6,828,2871,0,88,385,7,33,60,12,79,245,1
12100,1,1,3,51,0,2400,12069,0,3200,9225,0,421,12245,0,343,11648,0,348,9662,0,136,7724,1
7900,1,1,3,43,0,122,2977,0,128,3036,0,128,3101,0,108,3164,0,109,3206,0,357,3273,0
7800,2,3,3,63,8,1307,5148,0,28,2108,9,3698,6134,9,2040,3746,8,2983,7189,2,3388,4943,0
4100,2,3,3,48,-1,108,33,-1,0,74,2,0,67,0,33,33,-1,33,33,-1,33,33,0
2800,1,1,3,57,0,143,2802,0,107,2776,0,93,2814,0,96,2797,0,93,2725,0,99,2638,0
11600,2,1,3,27,0,261,8865,0,168,7618,0,198,4727,0,400,4429,0,97,4257,0,8840,612,1
3200,2,3,3,31,-1,98,3045,0,82,2804,0,72,2327,0,73,2249,0,67,2129,0,49,1821,0
6100,2,2,3,50,0,80,144,0,61,206,0,80,246,0,0,185,0,0,0,-2,0,0,0
7300,2,3,3,38,0,71,1228,0,120,1104,0,36,1017,0,40,849,0,25,694,0,18,532,0
13900,2,2,3,44,2,147,2118,2,0,-183,-2,75,-183,-2,0,-108,-2,12000,-108,-1,0,11892,0
9300,2,2,3,39,11,719,1739,11,4631,6330,3,1894,3708,12,388,933,1,31,45,12,1204,1405,0
800,2,3,3,48,0,47,377,0,48,417,0,40,458,0,25,490,0,40,507,0,16,532,0
4100,1,5,3,46,2,0,1608,2,80,1569,0,68,1419,0,39,1218,0,80,1177,0,120,1084,0
8000,1,2,3,43,0,155,4263,0,571,4287,0,0,4788,2,552,4651,2,0,5123,2,184,5037,0
900,2,2,3,51,0,64,343,0,40,402,2,24,423,0,20,440,0,40,447,0,20,479,0
8100,2,3,3,44,-1,288,177,-1,154,287,-1,136,154,-1,272,136,-1,397,272,-1,201,397,0
2400,2,3,3,64,0,56,619,0,9,562,-1,509,9,-1,19,509,0,24,427,0,365,416,0
2400,2,3,3,23,8,297,480,3,664,823,12,345,993,7,1538,2004,6,76,856,8,994,1686,0
900,2,3,3,45,1,0,164,2,117,67,-1,0,117,0,58,58,-1,244,58,-1,0,244,0
200,2,4,3,19,2,34,46,4,25,33,7,11,145,3,8,26,4,24,82,12,43,76,0
2700,2,1,3,60,3,112,237,9,749,1290,12,617,787,12,840,1552,3,1883,2231,3,383,1314,1
5500,2,2,3,30,0,184,4282,0,173,4185,0,135,3938,0,145,3846,0,146,3860,0,138,3862,0
800,2,2,3,52,0,53,791,0,51,738,0,25,776,0,26,742,0,30,758,0,22,697,1
9100,2,5,3,33,12,7278,8705,1,1114,1820,6,1626,3567,5,2723,3189,1,4667,6684,4,196,2032,0
