Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
11300,2,4,2,28,0,100,183,0,120,229,0,0,287,0,0,0,-2,0,0,-2,0,0,0
2400,1,4,1,74,7,491,934,11,1361,1394,0,159,669,12,543,706,1,1615,2387,6,328,1975,0
5900,2,4,3,48,1,0,-10,-2,317,-113,-1,417,158,-1,0,416,0,115,94,-1,175,115,0
6700,2,4,2,47,6,1717,2588,12,1265,5620,-1,3755,3934,1,5389,6370,7,802,5792,5,1605,4467,1
10800,2,4,2,31,1,131,0,-1,245,131,-1,0,245,-1,0,0,-2,1198,0,-1,249,1198,0
14300,2,4,2,36,-2,83,601,-2,282,49,-1,0,276,0,0,238,0,0,166,0,1808,69,0
5600,1,4,3,70,10,4174,4256,3,128,326,11,1519,3001,1,450,1379,9,2065,3262,2,1581,2448,0
5700,1,4,3,59,11,1378,5669,0,217,275,12,792,2445,11,468,2803,4,1417,2051,7,1041,1566,1
5900,2,4,2,32,-2,214,394,-2,0,214,-2,0,0,-2,60,0,-1,0,60,2,45,6,0
8100,1,4,1,46,0,157,4126,0,160,3786,0,160,3529,0,120,3283,0,520,3011,0,520,3155,0
7100,2,4,2,28,0,321,10112,0,122,9621,0,4,1566,0,2,218,0,0,92,0,0,0,0
2400,2,4,2,28,0,206,6821,0,206,7006,0,408,7206,0,797,7608,0,64,8397,0,220,2220,0
3200,1,4,2,29,1,2,3495,2,86,3398,0,52,2732,0,52,1284,0,60,1311,0,49,1273,0
15700,2,4,1,40,0,305,7828,0,226,7961,0,222,7918,0,221,7838,0,234,7841,0,273,7961,0
10300,2,4,2,44,-1,84,16,-1,23,84,-1,0,23,-1,8,0,-1,0,8,-1,27,0,0
7600,2,4,1,15,7,2108,4094,4,774,1301,1,2619,3327,7,1932,2926,9,2789,3459,4,214,217,1
200,1,4,1,38,0,201,203,0,270,293,2,98,187,0,72,106,-1,253,297,0,126,129,0
19700,1,4,1,51,-1,686,191,-1,30,677,-1,0,30,-1,206,0,-1,1,205,2,230,109,0
5900,2,4,2,29,0,80,688,0,132,520,-1,447,132,-1,752,447,0,400,752,0,676,916,0
12700,1,4,2,36,-2,641,114,-2,0,641,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6800,1,4,1,42,0,255,6866,0,302,6874,0,302,6841,0,252,6726,0,261,6793,0,241,6921,0
11900,2,4,1,53,1,0,0,-2,68,0,-2,0,68,-2,0,0,-2,0,0,-2,0,0,0
3300,1,4,2,25,-2,194,1844,-2,0,194,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
5200,2,4,2,29,0,120,1444,0,120,1370,0,100,1454,0,120,1515,0,120,1580,0,80,1673,0
10700,2,4,1,33,-2,0,0,-2,48,0,-2,0,48,-2,0,0,-2,0,0,-2,0,0,0
11300,2,4,1,50,0,16,215,-1,74,16,-1,0,74,2,0,67,2,0,-6,-2,66,-6,0
8100,2,4,2,25,-1,0,81,-1,15,0,-2,42,15,-1,17,42,-1,0,17,-2,16,0,0
6500,2,4,1,40,1,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,0
10000,2,4,1,58,11,2047,6380,8,4054,8568,6,3496,8553,8,2986,7978,-1,2160,5444,2,2740,4363,1
5900,1,4,3,27,-1,46,138,-1,240,46,0,0,280,0,0,0,-2,0,0,-2,0,0,0
9700,1,4,2,27,0,280,8777,0,403,6077,0,324,6373,0,281,5948,0,2680,5383,0,281,7825,0
3600,2,4,2,26,-1,200,56,-1,40,200,-1,0,40,-1,0,0,-2,0,0,-2,0,0,1
500,1,4,2,81,12,19,213,4,4,14,0,179,401,10,50,454,12,73,347,-1,187,296,0
4500,2,4,2,23,0,120,3350,0,116,3097,0,116,3162,0,120,3225,0,140,3293,0,160,3378,0
11200,1,4,1,41,-1,410,474,-1,540,409,-1,223,538,0,51,222,-1,1056,50,-1,233,1051,0
6500,2,4,1,28,-1,6,33,-1,7,6,-1,7,7,-1,7,7,-1,7,7,-1,7,7,0
7100,2,4,1,33,0,256,5442,0,256,5444,0,280,5448,0,200,5474,0,200,5234,0,200,5242,0
4100,2,4,2,39,3,2216,2466,9,826,3885,9,289,1589,5,3954,3961,-1,163,333,4,353,3366,1
1900,1,4,2,22,0,60,261,0,120,301,0,40,399,0,24,418,0,40,420,0,16,437,0
2800,2,4,3,19,7,765,1808,-1,294,614,12,49,531,12,242,591,10,272,351,1,45,663,1
9300,2,4,1,29,0,120,2803,0,95,2575,0,102,2628,0,99,2686,0,106,2736,0,120,2797,0
11300,1,4,2,25,-1,96,28,-1,28,95,-1,28,28,-1,56,28,-1,0,56,0,28,28,0
4500,2,4,1,37,0,110,2808,0,112,2795,0,88,2783,0,88,2387,0,88,2437,0,120,2457,0
6500,1,4,1,39,0,400,799,0,200,1103,0,200,1134,0,576,1007,0,400,1444,0,160,868,0
6800,1,4,1,30,0,560,6844,0,228,6647,0,470,6790,-1,0,470,-1,196,0,-1,240,196,0
1900,2,4,1,57,-1,3,46,3,1026,1301,9,673,797,6,255,556,5,13,320,8,797,1620,0
800,2,4,2,21,0,60,703,0,48,705,0,40,735,0,40,746,0,0,342,0,0,0,0
2400,2,4,2,21,0,101,2435,0,86,2424,0,1804,2329,0,69,2422,0,61,1801,0,80,1523,0
7200,2,4,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,86,0,-2,0,86,1
3300,1,4,2,25,1,122,-1,-1,133,121,-1,51,133,-1,80,51,0,600,102,0,520,618,0
1800,2,4,1,58,2,531,1433,10,668,947,4,288,1430,9,262,730,7,569,1345,8,1179,1669,0
6000,2,4,2,22,0,56,1094,0,56,936,0,120,976,0,80,1080,0,46,1143,0,80,1113,0
4300,1,4,3,22,3,2920,3181,10,1294,1799,2,2448,3740,10,515,4199,5,583,1200,9,67,96,1
5500,2,4,2,25,0,0,3000,0,0,0,-2,0,0,-2,2063,0,-1,200,2063,0,120,2229,0
4700,1,4,2,96,5,12,171,6,51,753,4,1828,2123,0,3268,3566,0,950,3590,3,1981,4577,0
8100,1,4,1,42,0,200,1543,0,59,1530,0,78,1290,0,60,1215,0,0,1236,0,84,0,0
18300,1,4,2,28,-1,2203,54,-1,51,2201,0,157,2016,-1,68,157,-1,890,68,-1,21,889,0
6700,1,4,1,39,11,1478,1586,12,2611,2828,4,482,809,6,4115,4185,3,355,378,12,5492,6437,0
4500,1,4,2,91,12,2302,3973,0,59,366,6,20,606,11,530,700,-1,544,2648,10,1207,4002,0
6400,2,4,1,40,-2,225,-63,-2,0,124,-2,82,0,-1,0,82,0,0,41,0,0,0,0
11100,2,4,2,24,0,80,343,0,80,417,0,120,488,0,400,506,0,204,898,0,508,724,0
7500,2,4,2,32,0,181,7924,0,619,7783,0,188,8115,0,1898,7957,-1,667,1158,0,702,1147,0
6900,1,4,2,30,0,252,6791,0,326,6651,0,168,6493,0,135,4401,0,137,3881,0,146,3842,0
5300,1,4,3,75,12,434,619,12,233,367,4,4674,5357,8,487,1603,2,1587,1893,7,44,56,1
11900,2,4,1,40,-1,0,136,-1,174,0,-1,34,174,-1,0,34,0,11,34,-1,206,11,0
8700,2,4,1,67,2,361,4181,-1,1150,6206,2,231,537,-1,4204,4313,0,2159,7492,3,302,326,1
13600,2,4,2,27,0,972,10505,0,283,6693,0,321,6785,0,402,4180,0,600,4108,0,380,4153,0
10400,2,4,2,32,-2,11,204,-2,246,11,-2,378,246,-2,220,378,-2,16,220,-2,72,16,0
6100,2,4,2,31,-1,119,153,-1,161,119,-1,148,161,-1,315,148,-1,97,314,-1,229,97,0
9300,1,4,1,40,10,4959,8246,5,137,749,9,49,89,4,2792,6346,9,2823,5870,12,5838,7906,0
28400,2,4,2,33,0,440,15090,0,480,15285,0,320,15652,0,280,7826,0,280,7564,0,260,7282,0
6000,2,4,1,36,-2,0,210,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
9600,1,4,1,78,9,2390,7311,12,1191,2827,1,1198,9502,10,2012,2245,5,2470,7402,3,2754,6183,1
12000,2,4,2,34,0,609,2162,0,60,2609,0,52,2590,0,0,2606,0,80,-18,-1,56,28,0
2600,1,4,3,79,8,793,2267,8,121,401,8,871,1140,7,65,513,8,227,1891,-1,3,39,1
12000,2,4,2,43,1,67,0,-1,0,67,-1,0,0,-2,0,0,-2,0,0,-2,12,0,0
19900,2,4,2,38,-2,91,90,-2,996,91,-2,1633,987,-2,1234,1625,-2,348,370,-2,141,346,0
9600,1,4,3,47,-1,1792,7351,12,849,5268,0,4860,6090,4,2145,2709,11,2822,3346,12,5235,7377,1
3400,1,4,2,16,3,287,1526,12,601,884,11,2524,3185,6,22,749,7,1717,2519,10,3087,3232,0
7100,1,4,1,90,0,1095,1643,1,4342,6298,11,2176,5626,4,1582,2244,6,2265,5839,11,461,1618,0
16700,1,4,2,36,1,73,38,-2,46,73,-1,417,45,-1,8,417,0,22,312,0,0,0,0
8100,1,4,3,32,2,1866,1905,4,574,3106,6,828,2871,0,88,385,7,33,60,12,79,245,1
8400,1,4,2,26,0,280,7879,0,800,8070,0,328,8765,0,284,8931,0,272,9114,0,280,9135,0
3000,2,4,2,88,11,11,205,5,512,790,7,1012,2855,3,1342,1462,3,144,1257,-1,5,20,0
7000,1,4,2,51,0,27,33,12,5782,6094,11,661,845,0,1108,4482,6,2390,2649,2,203,890,0
7100,2,4,1,29,0,149,4293,0,89,4051,0,606,4070,-1,87,606,-1,295,87,-1,34,295,0
4300,1,4,1,98,-1,1087,4148,9,1921,2473,3,344,2303,10,121,203,1,330,471,9,1383,2692,0
6000,2,4,1,36,-2,211,286,-2,0,210,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
200,2,4,3,19,2,34,46,4,25,33,7,11,145,3,8,26,4,24,82,12,43,76,0
3300,2,4,3,50,5,590,2326,9,1228,1454,4,1545,2426,0,236,1466,2,1359,2080,6,2232,2557,1
6500,1,4,2,28,0,216,446,0,227,454,0,355,459,0,6,487,0,0,322,0,0,0,0
3600,1,4,2,26,-2,0,114,-2,0,0,-2,40,0,-2,13,40,-2,13,13,-2,47,13,1
400,2,4,2,53,1,27,72,11,60,70,2,43,131,3,25,27,4,154,326,-1,32,99,0
7500,2,4,1,33,-1,480,290,-1,1575,480,-1,204,1574,-1,111,204,-1,936,111,-1,39,936,0
11600,1,4,1,53,0,80,12096,-1,104,80,-1,8637,88,-1,147,4206,0,148,4260,0,151,4329,0
5100,2,4,2,48,2,60,59,-1,104,60,-1,0,104,0,52,52,-1,52,52,-1,52,52,0
12300,1,4,1,48,-1,417,617,-1,849,417,-1,3650,848,-1,732,3650,-1,573,732,-1,631,573,0
7100,1,4,3,82,1,100,2165,6,174,277,5,322,784,5,3038,6906,6,2003,2503,6,581,6503,1
13200,1,4,1,34,0,68,1063,0,61,953,0,56,967,0,40,1002,0,33,1027,0,31,962,0
6100,2,4,1,27,1,0,0,-2,0,0,-2,0,0,-2,30,0,-1,0,30,-1,67,0,0
5700,2,4,2,54,0,2744,4689,4,4470,4626,6,4,9,2,805,5466,3,145,791,10,157,915,0
12100,2,4,2,26,-1,162,116,-1,190,160,-1,104,189,-1,84,104,-1,839,84,-1,175,839,0
7900,2,4,2,40,-1,80,217,0,0,293,0,0,0,-2,105,0,-1,0,105,-1,0,-3,0
18400,1,4,1,34,-2,29,0,-1,195,29,-1,268,194,-1,53,268,-1,0,53,-2,71,0,0
3700,1,4,2,25,0,62,1435,0,47,1311,0,40,1014,0,0,383,0,0,0,-2,0,0,0
20100,2,4,1,31,-2,19,1346,-2,362,19,-2,2600,361,-2,240,2574,-2,676,240,-2,561,676,0
8000,2,4,2,38,0,404,8064,0,268,7935,0,220,6104,0,180,4224,0,5104,2955,0,300,7939,0
10400,2,4,2,31,0,200,738,0,200,913,0,45,1083,0,200,1113,0,43,1231,0,200,1196,0
20100,2,4,1,38,1,88,-16,-1,0,9,-1,0,-1,-2,0,-1,-2,10,-1,-1,0,9,0
7500,2,4,2,39,0,160,4361,0,140,3971,0,120,3137,0,120,3106,0,140,3136,0,140,2834,0
2700,1,4,2,19,4,481,1946,0,122,2681,7,24,101,11,627,1840,5,805,1541,3,1131,2389,1
8900,1,4,3,62,10,7446,8159,2,294,6337,-1,1188,2719,0,730,2745,1,3210,7750,-1,1700,2416,1
8100,1,4,1,47,0,68,1969,0,87,1984,0,100,2038,0,139,2006,0,100,2009,0,120,1959,0
3300,2,4,3,27,2,792,1680,5,1221,1962,9,449,637,6,176,418,0,109,1501,1,389,499,1
7100,2,4,1,26,2,165,4693,0,140,4606,0,120,2949,0,0,2584,0,0,100,0,0,0,0
1900,2,4,2,44,2,126,245,2,7,223,-1,413,906,11,926,1502,0,531,1099,-1,98,283,0
9100,2,4,2,36,0,40,89,0,6,89,0,71,6,-1,1148,71,-1,779,1148,-1,26,779,0
2300,2,4,1,45,2,185,415,7,39,129,0,774,1334,8,193,1270,5,97,1110,2,80,92,0
6400,1,4,1,43,1,417,0,-1,0,417,-1,0,0,-2,73,0,-1,0,73,0,188,73,0
6300,1,4,2,24,-2,650,112,-1,346,647,-1,800,345,0,2,1009,0,0,849,0,0,23,0
11900,2,4,2,29,-1,139,437,-1,121,139,-1,2338,93,-1,1,2331,0,239,275,-1,112,239,0
9100,2,4,2,32,0,428,6748,0,203,6443,0,400,6075,0,142,5845,0,1800,5906,0,3440,1748,0
20500,2,4,1,33,-2,43,422,-2,906,23,-1,463,882,0,985,928,-1,509,463,-1,832,487,0
9600,2,4,1,59,0,334,9357,0,400,9416,0,400,9463,0,400,9643,0,200,5858,0,800,5292,0
4100,1,4,2,29,-2,0,40,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8500,2,4,2,26,0,126,7170,0,80,864,0,0,210,0,0,-10,-2,0,-10,-2,0,-10,0
6900,1,4,2,83,4,625,3886,2,650,4923,0,2054,6398,4,929,1397,-1,1932,4260,8,229,3649,0
2900,2,4,1,24,0,40,1907,0,0,1899,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
8100,2,4,1,46,-2,76,0,-2,0,76,-2,0,0,-2,0,0,-2,88,0,-2,27,88,0
9600,2,4,1,41,-2,75,181,-2,288,75,-2,258,287,-2,100,256,-2,139,100,-2,86,139,0
3800,1,4,1,16,10,460,3031,5,190,512,12,1850,2172,3,178,760,0,202,304,1,814,2462,0
3800,2,4,2,99,9,1421,2404,6,1605,2767,4,3083,3208,8,1562,2463,1,112,1748,7,2077,2283,0
6100,1,4,1,40,0,100,3134,0,120,2770,0,120,2792,0,121,2861,0,125,2925,0,120,2900,0
4700,1,4,1,40,2,200,4586,0,400,4586,0,160,2888,0,200,1714,0,16,794,-1,31,16,1
3900,1,4,2,31,0,140,3683,0,200,3726,0,176,3866,0,147,3974,0,152,4023,0,160,4107,0
5900,1,4,2,28,0,372,7014,0,117,6147,0,600,4409,0,45,1879,0,24,1162,0,0,804,0
4700,1,4,2,87,9,3945,4639,2,635,804,11,1485,1624,5,1922,3564,3,3362,4503,12,1003,1866,0
3200,1,4,3,87,2,414,2861,2,1360,1903,3,76,328,12,778,1540,-1,11,177,3,705,2548,0
3500,1,4,2,99,11,658,2258,11,1546,1959,1,668,1761,1,2444,3160,0,526,2489,-1,544,2531,0
12800,2,4,3,31,-1,165,46,-1,100,165,-1,850,100,-1,200,849,0,600,605,0,22,1091,0
7900,2,4,2,25,1,604,31,-1,226,596,-1,301,225,-1,529,301,-1,196,529,0,187,554,0
4000,1,4,1,52,0,139,3638,0,80,3324,0,59,2526,0,200,2278,0,32,2095,0,40,902,1
1800,1,4,3,34,0,560,839,2,706,1090,4,777,1323,9,856,1782,11,8,15,3,522,970,1
8300,2,4,3,19,-1,764,3210,-1,3420,5426,12,1505,2699,8,826,4804,6,1546,2226,2,4260,5039,0
12100,2,4,1,47,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
4500,1,4,2,47,12,2407,3667,-1,92,350,11,770,3385,8,266,1755,2,974,1740,11,611,1352,0
9700,2,4,2,24,0,200,1060,0,240,1075,0,120,1100,0,0,716,0,0,268,0,143,165,0
7100,2,4,1,32,-1,276,276,-1,276,276,-1,251,276,-1,80,251,0,0,331,0,0,0,0
10000,2,4,1,41,-2,52,0,-2,33,52,-2,82,33,-2,0,82,-2,0,-1,-2,0,-1,0
8100,2,4,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
9100,2,4,2,28,1,20,0,-1,0,20,2,25,20,-1,44,25,-1,118,44,-1,60,118,0
6000,1,4,1,35,0,560,7253,0,280,7543,0,200,7555,0,320,7542,0,280,7723,0,200,7862,0
8100,2,4,2,24,-2,0,132,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8000,2,4,2,26,0,170,5394,0,131,4946,0,121,4351,0,131,3877,0,126,3947,0,87,3905,0
8000,1,4,2,26,-1,44,68,-1,112,44,-1,1053,105,-1,2004,300,-1,3,1543,0,70,680,0
6600,1,4,1,69,6,692,934,7,362,3822,5,2297,3433,8,2460,6060,2,704,931,7,3337,5233,0
7900,1,4,3,78,6,176,1043,-1,2478,4672,0,52,6134,3,1887,4655,8,4495,6319,12,71,299,0
9300,2,4,1,35,-2,253,192,-1,138,251,-1,458,137,-1,97,458,-2,953,97,-2,30,953,0
4900,1,4,3,96,-1,2583,2785,-1,4,1637,7,765,835,4,230,3054,8,66,225,-1,1962,2727,1
6700,1,4,2,31,-1,44,12,-1,106,44,-1,52,105,-1,125,52,-1,51,125,-1,40,51,0
12100,2,4,1,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
