Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
6300,2,2,1,31,0,0,2056,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2100,2,3,1,27,2,1089,451,0,70,1506,0,116,1540,0,0,1626,2,51,1589,0,33,1426,1
700,1,3,1,42,0,46,326,0,80,360,0,80,434,0,40,507,0,32,526,0,40,550,0
15700,2,2,1,31,-1,186,330,-1,307,184,-1,118,304,-1,3499,118,-1,146,3472,-1,311,145,0
5100,1,2,1,39,0,100,1040,0,132,1122,0,0,1236,2,103,1204,2,0,1287,2,129,1261,1
6500,2,2,1,36,-1,200,2477,0,120,2637,0,240,2689,0,240,2864,0,400,3020,0,200,3357,0
6300,1,2,1,25,0,174,4481,0,161,3432,0,88,2684,0,160,1207,0,0,0,-2,0,0,1
2900,2,3,1,51,-2,42,1094,-2,754,-42,-1,26,703,0,27,717,0,27,732,0,28,746,0
2900,2,2,1,26,2,144,1031,2,0,1158,2,41,1127,0,96,1138,0,48,1215,2,0,1237,1
9600,1,1,1,58,2,280,7377,0,247,7543,0,240,7680,0,238,7415,0,211,7183,0,7702,3712,1
900,2,2,1,27,0,52,707,0,51,669,0,72,708,0,0,769,2,40,752,0,40,773,1
3600,1,2,1,56,0,144,3749,0,204,3433,0,88,3560,0,88,2031,0,78,2037,0,88,1949,0
2100,1,2,1,34,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,93,0,-1,0,118,0
1900,2,1,1,23,-1,120,234,0,108,349,0,317,400,0,0,717,0,6,272,-1,8,6,0
20100,1,2,1,39,1,0,3666,2,180,3539,0,288,3608,0,0,3785,2,136,3705,0,92,3239,0
2100,1,2,1,52,0,92,1857,0,80,1652,0,40,1610,0,40,611,0,40,569,0,40,600,0
5100,2,2,1,33,1,216,0,-1,200,216,0,140,411,0,20,543,0,40,555,0,80,585,0
20000,2,1,1,33,-1,395,86,-1,163,395,-1,120,162,-1,120,120,-1,323,120,-1,240,323,0
13200,2,2,1,40,1,0,11595,2,888,11355,2,480,12051,2,480,12270,2,39,12548,2,940,12378,0
5700,1,1,1,57,2,0,4346,2,439,4220,2,152,4527,2,190,4545,2,77,4656,3,333,4633,1
10400,2,2,1,31,-2,361,134,-2,174,359,-2,557,173,-2,80,554,-2,226,79,-2,159,225,0
14400,2,2,1,32,0,41,704,0,1,239,0,66,-1,-2,3560,-67,-2,120,3493,-2,120,3584,0
8400,2,2,1,34,0,61,538,0,52,591,0,45,598,0,17,630,0,16,643,0,11,551,0
3900,1,2,1,29,-1,84,48,-1,0,84,-1,0,0,-2,0,0,-2,0,0,-2,173,0,1
1900,2,2,1,49,0,83,2048,0,94,2026,0,70,1960,0,65,1976,0,61,1954,0,88,1911,0
6300,1,2,1,42,-1,52,13,-1,26,52,-1,3186,13,-1,0,3186,0,1973,13,-1,13,1973,1
5100,2,2,1,40,-1,47,102,0,54,75,-1,64,54,-1,25,64,-1,34,25,-1,116,34,0
3700,2,3,1,48,0,144,4180,0,135,3998,0,133,3808,0,127,3620,0,160,3426,0,94,3191,0
21100,2,3,1,49,0,400,8795,0,400,8941,0,400,8264,0,280,11034,0,280,6526,0,200,6594,0
4700,1,3,1,39,-1,56,488,2,0,524,2,200,504,0,200,695,0,0,883,3,0,857,1
1300,2,2,1,55,2,72,1040,2,52,1084,2,96,1106,2,0,1172,3,48,1142,2,100,1165,1
7900,1,1,1,30,3,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
9700,2,2,1,40,-1,69,179,-1,404,69,-1,347,402,-1,183,346,-1,157,183,-1,101,157,0
13300,1,2,1,31,0,48,1005,0,46,664,0,53,703,0,160,503,0,12,650,0,28,329,0
1900,2,2,1,38,0,98,269,0,0,362,2,53,351,0,14,397,0,15,399,0,20,407,0
4500,2,2,1,55,2,136,3804,2,0,3798,2,132,3658,0,280,3684,0,0,3860,2,140,3751,1
11900,1,2,1,45,0,840,8928,0,240,9562,2,146,9595,2,240,9356,0,240,6781,0,240,6415,0
9200,2,3,1,52,-2,158,39,-2,90,157,-2,57,89,-2,0,56,-2,0,0,-2,9,0,0
4100,2,2,1,35,0,120,4249,0,68,3929,0,62,1699,0,64,1733,0,80,1769,0,80,1820,0
8100,2,2,1,50,0,0,40,0,20,0,-2,36,20,-1,0,36,-1,0,0,-2,0,0,0
8100,1,2,1,32,1,0,0,-2,8,0,-1,0,8,-1,0,0,-2,0,0,-2,0,0,0
11700,1,2,1,52,-1,41,199,0,40,148,0,40,127,0,60,91,-1,75,60,-1,91,75,0
5200,2,2,1,54,0,272,8425,0,272,8612,0,213,8799,0,80,8845,0,40,876,0,40,882,0
2000,2,1,1,33,-2,0,2056,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1300,2,2,1,28,0,132,865,0,40,971,2,40,983,2,44,995,2,40,1017,2,44,1034,1
2000,2,2,1,54,0,64,1480,0,80,1477,0,60,1397,0,40,1275,0,80,1160,0,80,1176,1
8100,2,1,1,34,-1,0,34,2,125,17,-1,200,125,0,160,303,0,3600,442,0,600,3898,0
3300,2,2,1,40,-1,206,139,-1,258,206,0,157,334,-1,73,129,-1,92,73,-1,76,76,0
400,1,2,1,30,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,-2,0,0,1
4500,1,2,1,35,1,264,2141,2,0,2346,3,0,2286,2,160,2199,0,140,2297,0,88,2368,1
1300,1,2,1,40,1,120,904,2,0,997,2,120,969,0,93,1072,0,0,1148,2,48,1124,1
1200,2,3,1,23,1,0,1215,2,57,1034,0,60,1039,0,100,1081,0,56,1163,2,56,1195,1
1900,2,2,1,31,0,246,1605,0,0,1824,2,145,1783,2,0,1885,2,74,1850,0,74,1887,1
5900,1,1,1,51,-2,595,619,-2,784,594,-2,531,784,-2,573,530,-2,1368,573,-2,315,1368,0
12400,1,2,1,35,0,124,3584,0,144,3335,0,95,3221,0,81,2814,0,80,2335,0,68,2058,0
14300,1,1,1,40,-1,46,11,-1,0,46,2,88,11,-1,21,88,-1,0,21,0,11,11,0
19900,2,1,1,41,-2,16,145,-2,20,0,-1,0,20,2,22,20,2,22,36,-2,0,22,0
1100,2,3,1,60,0,49,393,0,44,435,0,17,386,0,24,400,0,20,415,0,20,206,0
3200,2,2,1,26,0,119,3082,0,98,3150,0,64,3190,0,32,1620,0,52,1168,0,14,1185,1
4900,1,2,1,47,-1,10,99,-1,230,6,-1,46,114,0,0,116,0,70,46,-1,163,70,1
13700,2,3,1,39,0,280,7775,0,360,7326,0,360,7166,0,280,6820,0,240,6335,0,216,6067,0
8100,2,3,1,57,2,366,6361,2,194,6508,3,120,6526,2,320,6476,2,280,6632,2,120,6784,0
8000,1,1,1,50,-1,32,55,-1,9,21,-1,52,9,-1,114,52,-1,0,114,-1,25,0,1
7900,2,1,1,41,-1,3264,4010,-1,4591,3264,-1,2807,4591,-1,2767,2807,-1,1775,2767,-1,1506,1775,0
19100,1,1,1,45,0,102,2762,0,104,2820,0,105,2877,0,108,2934,0,112,2996,0,244,3058,0
1200,2,2,1,51,0,80,1076,0,60,1126,0,40,1153,0,40,1176,0,54,1048,0,40,1085,0
2700,1,2,1,36,0,129,2819,0,198,2666,0,68,2786,0,200,1858,0,88,2027,0,69,2002,0
6000,1,1,1,42,-2,426,271,-2,130,425,-2,0,130,-2,0,0,-2,43,0,-1,0,43,0
7100,1,2,1,29,0,280,7249,0,321,7332,0,253,7357,0,257,7255,0,256,7196,0,240,6910,0
1100,2,2,1,53,2,148,281,2,0,417,2,48,405,0,16,446,0,40,455,0,0,487,1
5900,2,2,1,34,0,321,5658,0,203,5816,2,240,5686,0,201,5498,0,201,5593,0,204,5453,0
4700,2,2,1,51,0,246,4740,0,179,4785,0,106,4089,0,55,3022,0,53,1901,0,60,1790,0
9200,2,5,1,27,0,280,4937,0,240,5115,0,240,5193,0,400,5331,0,1200,5593,0,122,2626,0
6500,2,1,1,47,0,159,4352,0,232,4439,0,177,4599,0,154,4637,0,165,4305,0,184,4400,0
16700,2,1,1,31,0,68,1819,0,56,1849,0,32,1249,0,34,911,0,0,904,0,324,887,0
3200,1,3,1,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,248,0,-1,40,280,0
18400,2,1,1,55,-1,380,305,-1,741,379,-1,3235,740,-1,1815,3235,-1,2272,1815,-1,702,2272,0
18000,1,1,1,54,-1,0,29,-1,17,0,-1,0,17,-1,0,0,-2,0,0,-2,246,0,0
12400,2,2,1,23,0,264,7671,0,333,7418,0,281,7530,0,241,7495,0,240,7369,0,242,7342,0
300,2,3,1,43,-1,0,74,2,7,66,-1,81,7,-1,9,81,2,0,83,2,11,76,1
2000,1,2,1,46,0,120,1549,0,80,1136,0,60,1153,0,44,1182,0,44,1164,0,48,1189,0
14300,1,1,1,39,-2,0,120,-2,27,0,-2,0,27,-2,27,0,-2,286,27,-2,6,286,0
12300,2,2,1,27,0,205,7288,0,150,6502,0,156,5636,0,88,4475,0,124,3150,0,121,3155,0
10500,2,2,1,44,-2,100,28,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12100,1,1,1,33,0,120,2647,0,140,2724,0,1202,2812,0,2000,3969,0,208,5688,0,200,5801,0
9700,1,2,1,36,0,342,9028,0,370,9156,0,343,9308,0,172,7493,0,205,5196,0,170,4947,0
13500,1,1,1,49,-2,26,68,-2,14,26,-2,12,14,-2,18,12,-2,12,18,-2,15,12,1
3100,2,2,1,47,0,200,3105,0,200,3228,0,200,1937,0,120,2096,0,80,934,0,120,984,0
2000,2,2,1,30,2,69,1759,0,154,1799,0,0,1924,2,68,1880,0,149,1918,0,80,2036,0
1900,1,3,1,56,0,71,1490,0,79,1535,0,52,1584,0,68,781,0,0,821,2,28,788,0
20000,2,2,1,53,0,702,23520,0,1460,11102,0,800,11553,0,1440,11272,0,800,10948,0,3201,10782,0
8500,2,1,1,52,-1,262,60,-1,472,262,-1,233,470,-1,161,232,-1,0,159,-1,0,0,0
7300,2,2,1,35,0,200,860,0,0,1024,0,0,0,-2,1463,0,-1,62,1463,0,40,1494,0
1200,2,3,1,39,-1,0,77,2,70,26,-1,0,70,-1,0,0,-2,0,0,-2,0,0,1
800,1,2,1,26,0,80,609,0,132,666,0,0,775,2,108,751,2,0,834,3,20,810,0
5100,2,2,1,47,-1,0,79,2,40,40,-1,40,40,-1,40,40,-1,45,40,-1,40,45,0
5500,2,2,1,49,0,49,46,-1,43,49,-1,54,34,-1,45,54,-1,854,45,-1,54,854,0
1100,1,2,1,38,0,80,1189,0,80,1217,0,60,1062,0,60,1091,0,60,1118,0,60,1138,0
2400,1,2,1,39,0,85,2171,0,64,1982,0,56,1843,0,56,1597,0,63,1575,0,62,1592,0
4700,2,2,1,23,2,120,700,0,120,760,0,0,832,2,38,731,0,80,725,0,82,656,1
7900,1,1,1,38,-2,48,141,-2,79,48,-2,8,78,-2,41,0,-2,94,41,-2,100,94,0
20000,2,1,1,37,-2,55,342,-2,629,27,-2,216,629,-2,1735,216,-2,0,1735,-2,0,0,1
8900,2,1,1,33,0,401,7962,0,280,7286,0,300,5756,0,400,5882,0,400,6095,0,280,6385,0
12100,1,1,1,37,-1,0,78,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,1,3,1,43,0,40,1056,0,40,1096,0,40,1136,0,24,1176,0,0,1200,0,0,0,0
19300,2,2,1,45,-1,53,40,-1,0,53,-1,0,0,-2,177,0,-1,0,177,0,0,79,0
15900,2,2,1,42,0,428,5264,0,0,5562,2,122,5073,0,120,4177,0,128,4200,0,112,3762,0
15700,1,1,1,43,2,0,7408,2,240,7218,0,140,5255,0,200,5275,0,180,4607,0,120,3005,1
2700,1,2,1,28,0,65,750,0,56,791,0,115,822,0,40,923,0,35,947,0,41,967,0
7900,2,2,1,36,0,200,1102,0,41,695,0,0,396,0,360,0,-1,29,360,-1,400,29,0
8400,2,1,1,32,1,0,-12,-2,62,-29,-1,45,17,-1,0,45,2,17,23,-1,17,17,0
10300,1,1,1,49,-2,301,16,-2,22,301,-2,43,22,-2,71,43,-2,0,71,-2,0,0,0
7900,2,1,1,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4500,2,2,1,30,0,400,1094,0,0,694,0,0,0,-2,126,0,-1,0,126,2,1200,120,0
2000,2,3,1,47,0,44,225,0,40,265,0,40,237,0,60,277,0,86,278,0,0,190,0
6300,2,3,1,54,1,0,0,-2,145,0,-1,0,145,2,0,109,2,0,0,-2,0,0,0
2100,1,2,1,39,3,140,1350,2,0,1456,3,64,1421,2,0,1450,2,116,1415,2,0,1501,1
19900,1,2,1,44,1,180,-39,-1,0,141,2,0,77,2,280,77,0,1,357,0,21,269,1
11300,1,2,1,42,0,313,6399,0,181,6568,0,170,4904,0,172,4761,0,168,4550,0,160,4601,0
14300,2,1,1,29,-1,541,147,-1,0,400,2,169,129,-1,245,169,-1,350,245,-1,253,350,0
24000,1,3,1,39,0,549,18384,0,530,14894,0,514,14125,0,448,13508,0,401,11902,0,400,10246,0
8100,2,1,1,46,-1,0,26,-1,83,0,-1,143,83,-1,0,143,-1,69,0,-1,43,69,1
1900,2,2,1,26,0,400,1022,0,80,1355,0,60,1338,0,120,1308,0,60,1348,2,0,1321,0
17900,2,1,1,35,-2,50,290,-2,0,50,-2,65,0,-2,0,65,-2,166,0,-2,444,166,0
1900,1,2,1,57,0,109,1022,0,30,918,2,20,721,0,253,553,0,130,599,0,91,529,1
12100,2,2,1,28,0,55,1225,0,40,585,0,1694,389,-1,0,1158,0,0,1064,0,7,727,0
13300,2,2,1,58,1,61,0,-1,60,61,-1,0,60,-2,159,0,-1,347,159,-1,15,347,0
12000,2,3,1,37,0,160,1507,0,58,1630,2,0,1649,2,127,1611,2,0,1712,2,138,1678,0
2100,2,2,1,33,-2,13,0,-2,0,13,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0
1900,2,3,1,54,0,81,1928,0,66,1961,0,0,1523,0,416,0,-1,0,416,-1,0,0,0
8500,1,2,1,48,-2,73,0,-2,31,73,-2,0,31,-2,0,0,-2,0,0,-2,0,0,0
11600,2,2,1,48,0,404,10912,0,405,10451,0,284,9870,0,1209,8970,0,1609,9330,0,1608,9044,0
15300,2,1,1,31,0,530,14917,0,382,14163,0,244,13094,0,121,9901,0,136,5135,0,243,5153,0
23900,1,1,1,53,2,680,18346,2,0,18686,2,720,18354,0,640,18788,0,640,17885,0,840,17639,1
6900,1,1,1,40,-1,0,422,-1,395,0,-1,0,395,0,0,390,0,9,3,-1,948,9,1
900,2,1,1,22,0,52,474,0,58,450,0,20,499,0,20,421,0,320,372,0,40,684,0
10500,2,1,1,38,0,123,680,0,1320,518,-1,80,1256,0,261,1050,-1,0,261,-1,213,0,0
9600,2,2,1,30,-1,340,164,-1,220,284,-1,220,220,-1,220,220,-1,219,220,-1,220,219,0
13300,2,2,1,41,1,894,-2,-1,236,892,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
900,1,2,1,34,0,59,806,0,48,763,0,16,791,0,8,787,0,222,299,-1,0,92,1
20100,2,1,1,35,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,0
2300,1,2,1,31,0,120,2345,0,1256,2382,0,120,2344,0,80,2377,0,80,1539,0,80,1581,0
3500,2,2,1,32,0,160,3056,0,320,3167,0,214,3396,2,148,3517,2,125,3602,2,0,3661,0
2800,1,2,1,39,0,102,2726,0,104,2782,0,85,2839,0,69,2596,0,70,1942,0,86,1941,0
4500,1,2,1,42,0,168,4329,0,172,4301,0,66,4339,0,47,2927,0,2424,2042,-1,200,2423,1
11500,1,1,1,58,0,401,8880,0,340,9077,0,601,16628,0,400,9309,0,320,8818,0,305,8991,0
700,1,2,1,24,0,62,578,0,106,618,0,57,702,0,24,693,0,20,685,0,40,694,0
800,2,2,1,44,1,0,177,2,0,109,2,90,-8,-1,0,75,0,16,16,-1,69,16,1
8100,2,2,1,48,-1,66,33,-1,0,66,2,33,33,-1,33,33,-1,33,33,-1,33,33,0
14100,2,1,1,41,0,120,616,0,240,713,0,240,940,0,321,1161,0,320,1449,0,320,1527,0
3200,2,2,1,33,2,80,880,2,0,934,2,56,907,0,84,948,0,48,1016,2,0,1042,1
2800,2,2,1,29,0,52,337,0,48,384,0,60,425,0,40,479,0,80,487,0,40,558,0
14300,1,1,1,40,0,854,3063,0,3,3416,2,335,692,-1,106,333,-1,242,106,-1,133,240,0
7900,2,2,1,26,0,72,1889,0,64,1808,0,80,1438,0,100,1364,0,60,1395,0,60,1385,0
6000,1,2,1,41,0,280,5668,0,280,5793,0,240,5509,0,280,5602,0,201,5782,0,360,5349,0
700,2,2,1,42,2,36,726,3,64,739,2,32,779,2,38,786,2,40,799,2,32,820,1
8400,2,1,1,36,0,45,320,0,96,233,0,8,316,0,8,204,0,0,83,0,0,0,0
3100,2,1,1,39,-1,0,53,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8300,2,1,1,36,0,140,2970,0,132,3024,0,120,3042,0,120,3051,0,120,3079,0,120,3109,0
19900,1,1,1,40,0,1025,23237,0,876,23912,0,834,23897,0,784,22761,0,1040,22068,0,800,22746,0
4400,2,2,1,39,0,71,2096,0,132,1670,0,44,1754,0,45,1594,0,51,1312,0,27,1327,0
6700,2,3,1,40,0,147,2951,0,137,2953,0,53,2121,0,3731,1163,0,128,3751,0,127,3709,0
5500,2,3,1,31,1,563,972,1,746,1888,7,603,1134,2,3,6,7,563,966,-1,3774,4386,1
700,1,3,1,40,0,40,792,0,16,796,-1,16,16,-1,0,16,-1,31,0,-1,0,31,1
8900,1,1,1,51,-1,26,45,-1,63,26,-1,44,63,-1,133,44,-1,85,133,-1,216,85,0
1100,1,2,1,38,1,0,893,3,0,868,2,36,842,0,32,853,0,40,865,0,72,890,0
900,1,2,1,33,0,198,1426,0,56,806,0,0,803,0,0,787,0,0,787,0,0,0,0
300,1,1,1,40,4,0,270,3,0,260,2,80,250,2,0,319,2,14,308,0,13,311,0
5600,2,1,1,35,0,80,914,0,80,978,0,80,1050,0,40,1109,0,60,1122,0,80,1173,0
2400,1,2,1,47,0,60,1173,0,80,1213,0,92,1273,0,204,1344,0,0,1525,2,80,1495,1
9900,2,1,1,40,0,241,7856,0,600,7295,0,400,7642,0,449,7976,0,213,8280,0,127,6704,0
20000,2,1,1,53,-1,118,250,-1,418,117,-1,1201,416,-1,1,1201,0,1,321,0,91,105,1
6800,2,2,1,53,-1,110,121,-1,184,110,-1,152,184,-1,351,152,-1,174,349,-1,485,174,0
1200,1,3,1,54,2,0,1261,3,0,1230,2,0,1180,0,0,1164,0,24,1164,0,0,1188,0
20100,1,1,1,42,-1,24,26,-1,60,24,-1,73,60,-1,70,73,-1,0,70,-1,59,0,0
2800,2,3,1,38,0,71,1947,0,293,1985,0,68,2127,0,48,1998,0,56,1301,0,0,1109,0
1900,1,3,1,39,2,108,807,2,4,631,2,0,542,2,0,0,-2,0,0,-2,0,0,1
5700,1,1,1,39,0,172,4922,0,237,5025,0,177,5188,0,183,5229,0,191,5339,0,191,5451,0
15900,2,3,1,42,-1,405,1768,-1,677,405,-1,524,677,-1,1142,524,-1,474,1142,-1,159,474,0
5100,2,2,1,27,0,166,4612,0,167,4540,0,201,4466,0,129,4105,0,164,3869,0,160,3953,0
5700,2,2,1,36,-1,12,17,-1,362,12,-1,0,357,2,363,23,-1,0,363,2,26,253,1
6700,2,2,1,50,0,305,6805,0,248,6758,0,400,6426,0,204,6546,0,220,5256,0,200,5216,1
14300,2,3,1,39,-1,7,199,-1,80,7,-1,45,80,-1,0,45,-1,0,0,-2,0,0,0
2100,2,2,1,30,0,98,1825,0,84,1767,0,40,1170,0,40,568,0,40,599,0,40,628,1
21500,2,2,1,50,0,124,2665,0,123,2667,0,124,2661,0,93,2686,0,112,2675,0,140,2707,0
3200,1,2,1,35,-1,1244,364,-1,800,1244,0,200,1386,0,400,1063,0,400,803,0,0,1021,0
15900,2,2,1,28,0,200,6449,0,718,5579,-1,514,718,-1,909,413,-1,460,909,-1,428,460,0
13500,2,2,1,26,0,180,3835,0,200,3904,0,240,3993,0,280,4112,0,240,4251,0,1200,3952,0
3300,2,2,1,48,1,0,1682,2,140,1607,2,0,1715,2,180,1270,2,0,1288,2,60,1033,0
5300,2,2,1,39,0,81,1648,0,196,1701,0,0,1857,2,40,1800,0,0,1832,0,0,0,1
9200,2,1,1,46,-2,0,11,-2,0,0,-2,0,0,-2,0,0,-2,12,0,-2,0,12,0
1100,2,2,1,35,2,160,673,2,0,809,2,80,784,2,0,850,2,72,831,2,0,883,1
7100,2,2,1,33,0,162,134,-1,0,162,-1,88,-8,-1,0,80,-1,789,0,-1,0,789,1
12000,2,1,1,24,-1,104,78,-1,77,104,0,0,136,0,44,76,-1,21,44,-1,4,21,1
16500,2,2,1,35,0,73,448,-1,550,73,-1,5,550,0,333,241,-1,357,333,-1,1056,357,0
10000,2,1,1,44,-1,0,650,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
4000,2,1,1,39,-1,28,67,-1,73,28,-1,79,73,-1,0,79,-1,26,0,-1,0,26,0
3200,1,3,1,49,0,147,2861,0,92,2811,0,37,2476,0,43,1071,0,44,1019,0,44,1040,0
5200,2,2,1,43,-1,271,92,-1,112,271,-1,144,112,-1,454,144,-1,62,446,-1,44,62,0
2000,1,2,1,47,0,145,1774,0,133,1722,0,80,1426,0,80,750,0,80,764,0,100,782,0
1900,1,3,1,31,0,54,775,0,107,711,0,50,804,2,31,762,0,24,784,0,23,658,0
12700,1,1,1,50,-2,0,257,-2,33,0,-2,1246,33,-2,1027,1201,-2,104,1966,-2,73,52,0
1200,2,2,1,29,0,128,1180,0,0,777,2,30,751,0,40,760,0,80,785,0,0,850,0
700,2,3,1,52,0,69,751,0,40,787,0,31,463,-1,0,31,0,0,31,0,0,0,0
6500,2,2,1,54,-1,418,19,-1,0,418,2,182,375,-1,105,90,-1,76,53,-1,297,38,0
8400,1,2,1,36,3,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
14000,1,2,1,37,0,268,7168,0,278,6945,0,267,6845,0,224,6931,0,227,6793,0,219,6522,0
2000,2,2,1,39,0,55,975,0,56,933,0,48,878,0,200,829,0,201,962,-1,3,201,0
