Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
900,1,2,1,41,2,55,830,0,55,857,0,48,790,0,23,798,0,24,769,0,24,770,1
4100,1,1,1,61,0,112,2449,0,118,2397,0,92,2362,0,70,2109,0,127,1867,0,0,1960,0
1900,1,2,1,45,2,64,420,0,64,477,0,52,520,0,40,552,0,28,582,0,24,601,1
1100,2,3,1,54,2,60,706,2,0,743,2,120,719,2,60,826,2,0,867,2,76,847,1
3200,2,1,2,22,1,0,90,2,144,25,0,180,169,0,0,342,0,0,342,0,197,342,0
8100,1,3,2,28,-1,7813,179,-1,281,7682,0,300,7650,0,211,7667,0,231,7307,0,801,7263,0
900,1,2,2,45,4,0,1369,3,0,1204,2,0,1035,0,0,879,0,40,747,0,2132,787,1
2300,1,2,1,43,0,200,3826,0,189,2250,0,80,1977,0,400,678,0,120,534,0,200,593,0
10800,2,1,2,35,0,180,5066,0,281,5110,0,189,5296,0,201,5250,0,181,5083,0,200,4889,0
27600,2,3,2,32,0,589,15630,0,765,15892,0,297,15607,0,814,14423,0,6427,13267,-1,3653,6411,0
14300,1,2,1,32,0,201,289,0,82,393,0,119,329,-1,642,119,-1,321,617,0,404,629,0
2100,2,1,2,53,2,44,255,0,40,130,0,0,167,0,0,0,-2,13,0,-1,0,13,0
8000,1,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,24,0,0
14300,2,2,1,45,1,0,1925,2,76,1882,0,84,1915,0,68,1966,0,80,1993,0,80,1841,0
7300,2,2,1,30,1,306,5862,2,0,6006,2,240,5697,0,233,4429,0,0,3397,2,114,3332,0
5900,2,1,2,25,0,103,3513,0,103,3354,0,1800,2277,0,200,3875,0,132,3803,0,64,2768,0
12400,2,2,1,30,0,496,11878,0,520,12111,0,528,11966,0,400,12210,0,380,10495,0,400,10174,0
9500,1,1,1,38,0,60,582,0,80,621,0,60,690,0,0,738,2,68,721,2,28,776,0
14500,2,2,1,46,-2,147,69,-2,506,146,-2,9,504,-2,9,9,-2,20,9,-2,20,20,0
5300,2,2,2,23,0,80,1399,0,80,595,0,92,414,0,40,392,0,163,288,0,29,360,0
5600,1,1,2,30,0,167,5121,0,112,4266,0,4000,1835,0,152,5499,0,160,4464,0,171,4462,0
5100,1,3,2,29,0,276,5290,0,280,5351,0,280,5353,0,240,5293,0,220,5305,0,240,5288,0
1300,1,3,1,54,0,60,1142,0,80,1156,0,41,1202,0,49,1192,0,42,739,0,0,489,0
10300,2,1,1,32,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,46,0,-2,0,46,1
11200,1,2,2,32,0,400,10464,0,443,10690,0,359,10958,0,207,10509,0,400,5215,0,160,4087,0
1500,2,1,1,39,-1,31,31,-1,31,31,-1,31,31,-1,62,31,-1,0,62,0,58,31,1
15100,1,2,1,51,0,481,15426,0,360,11793,0,244,8801,0,120,6171,0,13280,1411,0,480,13291,1
9100,2,2,1,42,-2,16,16,-2,16,16,-2,16,16,-2,50,16,-2,169,50,-2,119,169,0
8400,1,1,2,34,1,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,0
12500,2,1,2,30,-2,1111,3626,-2,226,831,-2,366,226,-2,205,366,-2,15,205,-2,99,15,0
4500,2,4,1,37,0,110,2808,0,112,2795,0,88,2783,0,88,2387,0,88,2437,0,120,2457,0
13500,2,1,1,45,-1,1627,377,-1,973,1627,-1,478,560,-1,3390,477,-1,445,3390,-1,1842,445,0
7200,2,1,2,25,1,0,236,2,124,193,2,0,151,2,61,124,0,0,109,0,14,73,1
4700,2,1,2,22,-1,0,24,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8300,1,1,2,25,1,23,0,-1,0,23,-1,23,0,-1,12,23,-1,41,12,-1,12,41,1
3300,2,3,1,30,1,0,3235,2,120,3025,0,110,3094,0,121,3155,0,240,3197,0,112,3212,1
18900,2,1,1,48,0,120,1719,0,400,1811,0,0,2173,2,240,2117,0,200,1868,0,400,1821,0
5100,2,2,2,23,2,136,1197,2,68,1112,2,0,849,2,623,618,0,171,1015,0,40,171,0
8300,1,1,2,33,-1,0,61,2,0,54,2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3300,1,2,2,22,1,0,7142,2,476,6968,2,260,7328,2,260,7106,0,232,5992,0,260,5668,1
15100,2,2,1,46,-1,0,42,-1,0,0,-2,500,0,-1,1012,500,0,60,1512,-1,227,60,0
14400,2,2,1,39,-1,0,40,-1,1103,0,-1,101,1103,0,500,1142,-1,356,500,0,74,756,0
4000,1,2,2,27,-2,1443,1345,-2,6,1430,-2,1333,0,-2,0,1333,-2,0,0,-2,0,0,0
10700,2,2,2,27,-1,686,3560,-1,725,686,-1,5900,725,-1,2400,5888,0,600,6811,0,2334,6811,0
11700,1,3,1,51,0,71,2495,0,63,1293,0,8,901,0,3316,420,-1,80,3313,0,47,2105,0
6400,2,2,1,29,0,41,3026,0,0,1787,0,0,-7,-2,0,-9,-2,0,-9,-2,0,-9,1
1900,1,2,2,23,0,54,1361,0,60,1385,0,28,800,0,26,754,0,40,721,0,40,741,1
14300,2,3,1,48,-2,0,58,-2,160,0,-2,0,160,-2,0,0,-2,297,0,-2,20,297,1
6000,2,3,1,39,0,130,3553,0,134,3623,0,137,3699,0,138,3775,0,143,3850,0,143,3931,1
7100,2,2,2,21,0,800,7225,0,800,6296,0,405,6437,0,120,5292,0,160,3239,0,3360,1702,0
1900,2,3,1,31,0,73,1942,0,76,1970,0,88,2014,0,64,1954,0,66,1868,0,68,1908,0
3100,1,1,2,39,2,100,2491,0,220,2551,0,120,2728,2,0,2779,2,160,2730,0,100,2844,1
1900,1,3,2,23,0,60,319,0,80,336,0,7,410,-1,0,7,-1,40,-9,-1,132,16,0
800,1,2,1,61,1,2083,-49,-1,632,1213,0,80,801,0,803,795,-1,1563,616,-1,1000,759,0
19900,1,1,1,48,-2,0,0,-2,66,0,-2,56,66,-2,0,56,-2,0,0,-2,0,0,0
20000,1,2,2,30,0,281,987,0,323,1131,0,121,1320,0,320,863,0,201,1067,0,80,1148,0
2000,1,2,2,42,-1,16,16,-1,16,16,-1,32,16,-1,0,32,0,16,16,-1,32,16,1
10400,2,1,2,35,-1,0,206,-1,614,0,-1,400,614,0,280,843,0,200,1107,0,200,1288,0
4000,1,2,1,23,1,28,529,2,28,537,2,52,544,2,28,587,2,28,600,2,0,612,1
4700,2,1,1,41,0,200,4754,0,240,4528,0,200,4565,0,200,4464,0,200,4501,0,200,4467,0
2800,2,1,2,25,0,125,2748,0,127,2726,0,104,2781,0,103,2696,0,120,2679,0,140,2672,0
1200,1,3,1,31,2,56,1190,0,55,1211,0,40,1817,0,40,853,0,39,879,0,40,898,1
700,1,2,2,28,0,68,757,0,52,812,0,40,779,0,32,808,0,28,803,0,30,801,0
2100,2,1,2,31,1,0,0,-2,500,0,-1,640,500,0,0,1135,0,40,252,-1,0,40,0
14400,2,1,1,45,-1,53,696,0,65,738,0,200,770,0,0,735,0,0,0,-2,0,0,0
700,2,1,2,23,0,80,901,0,81,966,0,80,1015,0,40,763,0,48,756,0,80,740,0
8300,1,2,2,34,0,240,6234,0,236,6243,0,192,7115,0,140,3569,0,200,3601,0,160,3723,0
3900,2,2,2,29,0,80,1922,0,88,1970,0,73,1952,0,80,1980,0,84,2027,0,84,2073,0
2400,1,1,2,28,-2,74,474,-2,0,74,-2,194,-1,-2,383,194,-1,80,383,-1,0,456,0
4300,1,3,1,36,0,160,4312,0,177,4107,0,108,4131,0,60,2715,0,60,1578,0,64,1577,0
3600,1,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1900,1,3,2,28,0,68,1868,0,1520,516,0,60,2008,0,160,2976,0,80,1551,0,60,1578,0
10000,2,2,2,32,0,200,6840,0,133,6688,0,80,1853,0,80,1639,0,80,1067,0,120,1075,0
14300,2,2,2,36,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
3100,2,3,2,33,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
5100,2,3,2,38,0,300,5353,0,400,5380,0,0,5350,2,180,5233,0,180,5230,0,167,4939,0
2300,1,3,1,37,0,206,1454,0,120,1120,0,120,1026,0,240,676,0,80,633,0,120,448,0
14000,1,1,1,56,-2,163,20,-2,0,163,-2,0,-1,-2,1,-1,-2,0,-1,-2,0,-1,0
1900,1,3,1,46,-1,12,48,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3200,1,2,1,35,-1,1244,364,-1,800,1244,0,200,1386,0,400,1063,0,400,803,0,0,1021,0
5700,2,2,1,26,0,240,5011,0,240,5030,0,156,4472,0,157,4295,0,155,4172,0,154,4251,1
13200,1,3,1,38,-2,87,87,-2,87,87,-2,87,87,-2,87,87,-2,87,87,-2,87,87,0
7200,1,2,1,39,-1,474,219,-1,702,473,-1,333,695,-1,816,333,-1,391,816,-1,373,391,0
6000,1,1,2,25,0,400,5974,0,242,6098,0,230,5648,0,120,4232,0,200,4259,0,1400,4284,0
2400,1,2,2,28,0,311,1690,0,65,1485,0,56,1525,0,128,1556,0,0,1659,2,80,1610,0
2500,2,2,2,22,1,0,0,-2,67,0,-1,34,67,-1,42,34,-2,117,8,-2,151,117,0
1200,1,2,3,58,3,0,940,2,60,913,0,140,958,0,93,1082,0,0,1145,2,276,1121,0
5200,2,1,2,25,1,0,0,-2,4,0,-1,0,4,2,0,4,2,100,4,-1,0,100,0
2000,1,3,1,43,4,0,2017,3,0,1973,2,80,1931,0,40,1963,0,40,1979,0,80,1943,1
1900,1,1,1,34,0,80,1016,0,80,1080,0,60,1130,0,40,1167,0,37,1148,0,72,1173,1
2000,2,2,1,58,0,80,2023,0,80,1880,0,80,1325,0,40,1379,0,50,787,0,40,765,0
3200,1,2,1,52,0,60,1069,0,156,983,0,40,1119,0,40,898,0,40,910,0,76,920,0
2800,2,2,1,40,0,213,2192,0,51,2109,0,42,744,0,0,390,0,0,0,-2,0,0,0
6700,1,2,2,33,0,1840,5453,0,400,6935,0,122,6434,0,200,3496,0,0,2990,2,400,2714,0
6100,2,1,2,32,1,10,0,-1,1779,10,-1,742,1779,-1,680,742,0,3831,1303,-1,3999,3831,1
2900,1,3,1,35,0,120,2543,0,120,2588,0,100,2663,0,120,2278,0,120,2359,0,100,2441,0
7300,2,2,1,28,2,52,4537,2,305,4378,2,156,4444,2,0,4339,2,308,4186,2,0,4294,1
700,2,2,1,25,1,128,770,2,0,873,3,0,848,2,0,816,0,0,800,0,0,800,1
4900,2,1,1,48,0,60,1147,0,60,1176,0,61,1217,0,46,1257,0,48,1282,0,48,1309,0
2000,2,2,2,25,0,43,103,0,44,144,0,40,184,0,0,197,0,0,0,-2,0,0,0
8500,2,2,1,38,-1,12,6,-1,12,12,-1,12,12,-1,25,25,-1,12,12,-1,12,12,0
900,2,2,2,23,0,61,517,0,50,558,0,92,586,0,0,668,2,96,646,2,25,724,1
1900,2,3,1,54,0,81,1928,0,66,1961,0,0,1523,0,416,0,-1,0,416,-1,0,0,0
13700,2,2,1,44,0,332,9634,0,198,6869,0,7989,2456,-1,179,4592,0,130,4582,0,140,3411,0
4000,2,1,2,26,2,164,3903,0,221,3517,0,100,3643,2,120,3457,0,160,2606,0,120,2592,1
300,2,2,1,48,1,5,394,2,162,385,-1,181,162,-1,86,181,-1,75,86,-1,0,75,1
16000,1,2,2,30,0,280,7427,0,320,7587,0,320,7780,0,300,7971,0,360,8140,0,200,7831,0
7200,2,2,1,30,0,48,190,0,200,169,0,40,363,0,40,201,0,40,237,0,80,273,0
4700,2,2,1,42,0,241,4205,0,156,4376,0,68,4376,0,60,1474,0,56,1510,0,56,1535,0
300,2,1,2,29,2,51,244,0,104,291,0,0,384,2,40,372,0,20,384,0,17,392,1
14400,1,3,1,46,-1,0,79,-1,151,-1,-1,0,150,-1,36,0,-1,34,36,-1,45,34,1
30500,1,3,1,52,0,800,17907,0,780,18239,0,761,18500,0,720,18797,0,800,18977,0,880,19224,0
19900,1,1,2,37,1,93,-18,-1,49,47,-1,258,49,-1,103,258,-1,59,103,-1,464,29,0
2100,1,1,3,38,1,0,1978,2,48,1883,0,40,1833,0,5,1812,0,40,253,0,0,200,0
22000,1,5,1,36,0,641,18104,0,576,14578,0,140,12721,0,140,3676,0,100,3640,0,5001,2802,1
700,2,2,2,21,0,80,182,0,80,259,0,200,334,0,80,528,2,40,595,0,80,461,0
10100,2,2,2,23,-1,54,38,-1,105,54,-1,0,105,0,0,73,0,46,39,-1,69,46,1
8000,2,5,2,34,0,135,2562,0,50,2645,0,22,617,0,23,629,0,24,642,0,80,656,0
3900,2,2,1,41,0,80,1068,0,80,1065,0,80,1068,0,120,1106,0,200,1201,0,120,1348,0
6700,1,2,2,30,-1,136,116,-1,116,136,-1,371,116,-1,0,371,0,116,116,-1,287,116,0
13600,2,1,2,33,0,324,2528,0,0,2739,2,200,2579,0,200,2691,0,0,2491,2,400,2260,0
5700,2,2,1,50,-2,26,195,-2,0,26,-2,0,0,-2,127,0,-2,0,127,-2,0,0,0
5300,2,2,1,44,0,200,983,0,80,898,0,200,930,0,120,1096,0,240,483,0,91,381,0
3300,1,3,1,31,0,81,2087,0,88,1817,0,70,1864,0,72,1889,0,73,1876,0,74,1879,0
5600,2,1,2,25,0,98,2525,0,89,2570,0,95,2600,0,70,2112,0,70,2056,0,73,2013,0
1900,2,3,2,22,2,88,2026,0,81,1974,0,88,1920,0,40,1609,0,41,1113,0,42,1136,0
3200,2,5,2,34,1,0,116,2,50,58,-1,50,50,-1,101,50,-1,0,101,0,31,50,0
6400,2,2,1,43,2,0,14,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
300,1,2,2,44,-1,412,20,-1,40,361,0,20,391,0,8,396,0,0,388,0,408,-7,0
7900,2,3,1,55,-1,0,114,2,52,68,-1,96,52,-1,151,96,-1,77,151,-1,92,77,0
8700,2,2,1,28,5,334,8657,6,40,8799,5,0,8638,4,0,8418,3,272,8285,2,4,8420,1
10300,2,2,2,26,0,281,7245,0,402,6715,0,401,6877,0,282,6780,0,322,6718,0,409,6675,0
8800,1,3,1,37,0,340,7558,0,800,7713,0,200,8335,0,122,3520,0,200,1249,0,40,639,0
2100,1,2,1,28,-1,0,17,-1,1850,0,-1,88,1850,0,52,1839,-1,1759,52,-1,55,1759,0
14500,2,1,1,46,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
7200,1,2,2,33,1,340,6914,2,0,7083,2,280,6557,0,200,5446,0,320,5354,0,200,5374,1
13900,2,2,2,27,1,0,14356,2,583,13863,0,542,13804,0,480,13672,0,200,10638,0,440,3732,1
5600,1,1,2,29,1,0,1261,2,140,1234,2,0,1358,2,80,1330,0,160,1381,0,0,1524,1
13200,1,2,1,33,0,66,697,0,48,751,0,20,697,0,21,711,0,27,726,0,12,552,0
5600,2,2,1,39,0,217,5466,0,260,5502,0,200,5654,0,208,5380,0,204,5481,0,200,5463,0
11300,2,2,2,30,1,0,0,-2,0,0,-2,0,0,-2,214,0,-1,10,214,-1,214,10,0
14500,1,3,2,35,-1,77,153,-1,38,77,-1,49,38,-1,89,49,-1,80,89,-1,26,58,0
1900,1,1,1,35,0,45,1399,0,43,241,0,9,557,0,10,284,0,175,241,0,7,360,0
700,1,2,2,42,1,0,733,2,128,710,2,0,814,2,24,784,0,18,763,0,6,670,0
11900,2,1,1,45,-1,12,12,-1,12,12,-1,12,12,-1,12,12,-1,12,12,-1,12,12,0
4700,2,3,1,60,1,4,4868,2,352,3135,0,108,2474,0,120,2309,0,104,2367,0,88,2426,1
8900,1,1,2,34,1,0,7604,2,264,7433,0,608,7489,0,280,7982,2,80,8081,2,600,8038,1
4500,2,1,2,28,1,20,-4,-1,16,8,-1,1878,16,-1,120,1878,0,120,1938,0,80,1893,1
800,1,2,2,27,1,0,778,3,40,754,2,0,770,2,80,746,2,0,802,2,33,779,1
9300,2,2,1,43,-2,0,-6,-2,12,-3,-1,190,9,-1,1520,190,-1,200,1336,0,120,1397,0
2100,1,2,1,39,0,91,2000,0,96,2042,0,0,2056,0,0,0,-2,0,0,-2,0,0,0
15600,1,3,2,37,0,400,2209,0,800,2365,0,400,2917,0,320,3062,0,240,3126,0,200,3111,0
700,1,2,2,22,3,0,641,2,196,619,2,0,790,3,32,768,2,32,1537,2,20,768,1
11100,2,1,1,40,0,249,6915,0,484,7006,0,280,6900,0,252,7039,0,257,7142,0,260,7078,0
14500,1,1,2,31,1,2600,-173,-1,7520,2402,-1,695,7509,-1,800,693,-1,3120,426,-1,1867,3116,0
2700,2,2,2,32,0,80,406,0,80,458,0,0,386,2,40,350,0,40,343,0,160,371,0
3900,1,2,2,28,-2,0,0,-2,0,0,-2,0,0,-2,2,0,-1,12,2,-1,148,8,0
6500,1,1,1,54,0,72,8205,0,72,1847,0,76,1890,0,80,1934,0,76,1982,0,80,2026,0
15500,1,1,1,39,-1,244,384,-1,725,244,-1,12,725,0,17,609,0,302,306,-1,36,302,0
300,1,1,2,20,0,0,118,0,16,0,-1,16,16,-1,16,16,-1,0,16,-1,31,0,1
2400,2,2,2,50,2,0,2429,3,180,2367,2,0,2483,3,96,2420,2,0,2472,2,88,2427,1
20000,1,1,2,39,-1,290,1087,0,88,501,0,0,289,0,256,87,-1,209,255,-1,116,208,0
7900,2,3,2,53,-1,48,31,0,103,79,-1,41,103,0,0,106,0,51,0,-1,0,51,0
14500,1,1,2,33,-1,971,211,-1,400,971,0,800,1339,0,120,2076,0,800,1217,0,1200,1946,0
8000,1,2,2,30,0,114,2614,0,120,2529,0,55,2584,0,19,2603,0,14,819,0,23,549,0
14300,2,1,1,48,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12700,2,1,2,37,0,400,9117,0,400,8743,0,200,8931,0,240,3921,0,200,4100,0,200,3219,0
2900,2,2,1,33,1,68,917,2,0,958,2,80,931,2,0,983,2,120,962,2,24,1066,0
18100,1,1,1,42,-1,0,143,2,80,10,-1,92,69,-1,0,91,-1,24,-22,-2,0,-59,1
20000,2,2,2,36,-2,371,447,-2,399,371,-2,689,399,-2,306,686,-2,643,306,-2,452,643,0
16000,2,2,1,44,0,600,1736,0,600,1592,0,400,1485,0,600,1596,0,800,1402,0,800,1439,0
6900,1,1,2,34,2,0,84,2,0,0,-2,0,0,-2,0,0,-2,251,0,-1,0,251,1
4900,2,2,2,30,0,0,1617,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
4400,2,1,2,30,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,-1,25,13,0
14500,2,1,2,29,0,208,4571,0,200,4590,0,160,4612,0,200,4599,0,320,4528,0,160,4540,0
8000,2,1,2,31,0,544,7805,0,488,8127,2,0,8371,2,280,7530,0,280,7547,0,292,7608,0
6700,2,1,2,27,0,80,1682,0,80,1727,0,120,1771,0,240,1854,0,0,2055,2,80,2023,0
20100,2,4,1,31,-2,19,1346,-2,362,19,-2,2600,361,-2,240,2574,-2,676,240,-2,561,676,0
5900,2,2,1,37,0,120,1446,0,120,1447,0,120,1500,0,100,1323,0,80,1209,0,80,1262,0
1200,2,2,1,51,0,80,821,0,80,833,0,200,880,0,1010,621,-1,0,1010,-1,200,0,1
6500,1,1,1,47,0,249,5752,0,265,5810,0,76,5839,0,100,1664,-1,100,100,-1,100,100,0
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0
2100,1,3,2,55,0,117,2069,0,58,1085,0,46,1124,0,42,1153,0,43,1170,0,40,1195,1
1900,2,2,2,20,0,200,1784,0,120,1321,0,0,542,0,1124,0,-1,80,1124,0,80,1187,0
7100,2,2,2,31,-1,313,166,-1,94,313,-1,743,94,-1,462,743,-1,172,462,-1,493,172,0
5900,2,1,1,35,-1,42,191,-1,14,42,-1,48,14,0,0,52,0,120,48,-1,0,77,0
7900,2,1,2,28,0,131,4731,0,205,4125,0,65,3428,0,56,2577,0,122,1977,0,282,1393,0
9500,2,2,1,55,2,0,100,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5300,2,3,2,38,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5600,2,2,2,40,0,320,5658,0,124,5297,0,120,5212,0,217,3191,0,0,2978,2,20,2998,0
9600,1,2,2,46,0,368,10488,0,480,10319,0,228,10270,0,128,9855,0,48,5087,0,40,1345,1
9600,2,3,1,48,0,320,9686,0,320,9505,0,280,9688,0,240,8515,0,240,7420,0,280,7554,0
3700,1,1,2,27,0,124,3376,0,324,3444,0,0,3686,2,128,3532,0,120,3534,0,140,3420,0
12900,2,2,2,37,0,243,3782,0,145,3867,0,200,3139,0,282,2845,0,1201,1788,0,2381,2129,0
7900,1,2,1,43,1,1366,0,-1,60,1365,0,56,1350,0,80,1134,0,80,1179,0,247,1235,0
6400,2,2,2,25,2,300,6313,2,232,6452,2,228,6517,2,0,6459,2,724,6233,2,0,6731,1
11900,1,3,1,57,1,7,0,-1,51,7,-1,454,51,-1,15,454,-1,34,15,-1,0,34,0
11300,2,2,1,43,0,200,382,0,200,514,0,200,614,0,200,768,0,640,913,0,0,1493,0
4800,1,2,2,53,2,0,5519,2,198,5158,0,192,5061,0,164,4941,0,161,3837,0,3430,3524,1
1100,1,3,2,39,1,0,1231,2,80,1199,0,40,1102,0,60,1111,0,42,1154,0,24,1176,0
16800,1,1,2,34,1,268,-8,-1,0,260,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
4300,2,2,1,35,0,119,3438,0,164,3336,0,147,3349,0,216,3301,0,0,3241,2,145,3193,0
1900,2,3,2,55,2,50,550,0,51,590,0,63,631,0,24,683,0,30,685,0,28,704,0
3600,2,2,2,22,0,120,3228,0,106,2724,0,0,1337,0,0,0,-2,0,0,-2,0,0,0
2000,1,1,2,26,2,0,2042,2,94,1955,0,56,1915,0,60,1180,0,196,147,0,28,334,1
11200,2,2,3,40,0,342,11678,0,283,11038,0,263,9625,0,238,9129,0,235,8399,0,308,7880,0
14500,2,1,2,58,-2,10,17,-2,0,10,-2,0,0,-2,0,0,-2,105,0,-2,7,105,1
4100,2,1,1,41,2,120,2537,2,0,2591,2,214,2527,2,0,2699,2,184,2631,2,120,2772,1
3500,1,1,2,27,0,71,1903,0,85,1943,0,100,1997,0,273,2052,0,0,2264,2,171,2223,0
